"","date","NUM_COLLISIONS","year","mo","da","temp","dewp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"1285","2012-09-28",703,2012,9,28,65.2,61.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,1,1,0,0,0,0
"1286","2012-10-08",376,2012,10,8,49.9,42.9,9,3.5,15.9,23.9,55.9,44.1,0.2,0,1,0,0,0,0
"1287","2012-09-26",404,2012,9,26,67.7,56.8,10,4.3,14,33,75.9,62.6,0,0,0,0,0,0,0
"1288","2012-09-27",620,2012,9,27,69,60.4,8.7,1.8,16.9,20,73.9,55.4,0.01,0,1,0,0,0,0
"1289","2012-09-11",521,2012,9,11,62.8,41.8,10,3.1,18.1,26,72,54,0,0,0,0,0,0,0
"1290","2012-08-24",601,2012,8,24,77.3,60.9,9.3,2,7,33,87.1,66,0,0,0,0,0,0,0
"1291","2012-08-13",504,2012,8,13,76.3,61.2,9.2,4.3,13,33,86,69.1,0.05,0,0,0,0,0,0
"1292","2012-09-01",515,2012,9,1,81.6,61.3,9.9,4.7,16.9,22.9,90,62.6,0,0,0,0,0,0,0
"1293","2012-08-16",613,2012,8,16,74,64.3,6.7,3.1,13,15,84.9,66,0.15,1,1,0,0,0,0
"1294","2012-08-31",701,2012,8,31,78.7,56.1,9.9,3.9,20,27,90,68,0,0,0,0,0,0,0
"1295","2012-08-23",574,2012,8,23,74.7,61.7,8.9,2,8.9,33,84,62.6,0,0,0,0,0,0,0
"1296","2012-08-14",520,2012,8,14,76,62.6,9.6,2.3,9.9,33,81,69.1,0,0,0,0,0,0,0
"1297","2012-09-07",680,2012,9,7,77,67.8,8.7,2.7,8,33,86,64.4,0,0,0,0,0,0,0
"1298","2012-08-11",507,2012,8,11,77.7,71.5,7.8,6.9,16.9,28,87.1,71.1,1.1,0,1,0,0,0,0
"1299","2012-08-09",581,2012,8,9,78.2,69.6,9.3,2.3,7,15,88,61,0,0,0,0,0,0,0
"1300","2012-07-14",536,2012,7,14,78.5,62.7,10,3.5,13,19,82,68,0,1,0,0,0,0,0
"1301","2017-07-24",620,2017,7,24,63,58,7.5,10.9,18.1,25.1,75,57.9,0,0,1,0,0,0,0
"1302","2017-07-12",677,2017,7,12,70.8,70.2,1.8,7.3,11.1,33,77,64.9,0,1,0,0,0,0,0
"1303","2017-07-01",595,2017,7,1,67.7,66.3,5.9,13,17.1,22,73,63,0,0,1,0,0,0,0
"1304","2017-04-25",723,2017,4,25,49.7,46.6,6.7,14.2,21,28.9,52,42.1,0.01,0,1,0,0,0,0
"1305","2017-03-31",753,2017,3,31,37.6,30.7,9.2,6.2,15.9,21,45,30.9,0,0,1,0,0,0,0
"1306","2017-03-04",536,2017,3,4,22.9,0.1,9.9,17.8,25.1,33,37,18,0,0,0,1,0,0,0
"1307","2017-04-03",646,2017,4,3,43,31.7,10,6.9,13,33,54,32,0,0,0,0,0,0,0
"1308","2017-03-17",756,2017,3,17,33,13.4,10,10.9,17.1,22,39,23,0,0,0,0,0,0,0
"1309","2017-03-09",665,2017,3,9,45.9,34.3,9.1,17.7,22.9,31.1,52,41,0.09,0,0,0,0,0,0
"1310","2017-02-02",586,2017,2,2,37.7,24.2,10,9.9,20,27,45,30,0,0,0,0,0,0,0
"1311","2017-01-24",564,2017,1,24,48.9,46.9,2.3,17.2,28.9,41,55,37.9,0.85,1,1,0,0,0,0
"1312","2012-07-27",638,2012,7,27,76.6,69.3,9.1,4.4,14,33,87.1,70,0.6,0,1,0,0,0,0
"1313","2012-08-01",616,2012,8,1,72.2,68.4,7.8,2.5,9.9,33,78.1,66.9,0.55,1,1,0,0,0,0
"1314","2012-07-19",522,2012,7,19,73.3,67.2,7.5,3.4,15,18.1,75.9,68,1.76,0,1,0,0,0,0
"1315","2012-08-05",518,2012,8,5,78.1,72.4,5.8,6.1,15,22.9,91,69.1,0,1,1,0,0,0,0
"1316","2012-07-12",577,2012,7,12,77.4,60.2,10,2.3,7,33,88,57,0,0,0,0,0,0,0
"1317","2012-07-16",528,2012,7,16,79,67.9,9.2,4,14,22,91,70,0.26,0,1,0,0,0,0
"1318","2012-07-25",612,2012,7,25,76.5,53.5,10,4.2,19,33,84.9,66.9,0,0,0,0,0,0,0
"1319","2012-07-30",530,2012,7,30,73.1,65.1,10,2.2,8.9,33,79,64.9,0.01,0,0,0,0,0,0
"1320","2012-07-24",574,2012,7,24,80.3,67.3,8.1,6,15,18.1,90,70,0.15,0,1,0,0,0,0
"1321","2012-08-03",589,2012,8,3,77.9,70.8,6,4.4,13,18.1,89.1,69.1,0,1,0,0,0,0,0
"1322","2012-07-08",464,2012,7,8,80.6,65.5,8.5,3.1,8,15.9,90,70,0.59,0,1,0,0,0,0
"1323","2012-07-03",664,2012,7,3,79.8,56.7,10,2.9,12,33,88,63,0,0,0,0,0,0,0
"1324","2012-07-07",490,2012,7,7,84.9,65.9,9.5,3.1,14,17.1,95,70,0,0,0,0,0,0,0
"1325","2022-09-05",254,2022,9,5,70.2,62,10,7.1,11.1,33,77,57,0,0,0,0,0,0,0
"1326","2022-09-19",287,2022,9,19,72,68,8.7,9.2,14,33,79,66,0,0,0,0,0,0,0
"1327","2022-09-22",276,2022,9,22,69.2,65.5,8.7,14,21,32.1,78.1,59,0,1,0,0,0,0,10000
"1328","2022-09-28",280,2022,9,28,64.8,54.1,10,9.2,15.9,21,75,57.9,0,0,0,0,0,0,0
"1329","2022-10-14",336,2022,10,14,66.7,64.7,4.6,17.1,28,42.9,70,62.1,1.19,1,1,0,0,1,0
"1330","2017-01-20",605,2017,1,20,39.9,32.5,10,4.3,9.9,33,45,37,0,0,0,0,0,0,0
"1331","2016-12-03",592,2016,12,3,43.8,28.3,10,15.1,19,28,50,39.9,0,0,0,0,0,0,0
"1332","2016-12-15",749,2016,12,15,29.8,14,8.8,13.8,27,38.1,44.1,19.9,0.01,1,0,1,0,0,0
"1333","2016-12-17",623,2016,12,17,36.2,31.3,5.9,11.5,24.1,32.1,52,12,0.05,0,1,1,0,0,0
"1334","2016-11-10",706,2016,11,10,49.4,40.5,10,10.9,19,27,61,44.1,0,0,0,0,0,0,0
"1335","2016-11-11",665,2016,11,11,54.9,41,10,16,24.1,34,63,46.9,0,0,0,0,0,0,0
"1336","2016-09-13",779,2016,9,13,64.1,55.9,10,8.9,13,33,71.1,55.9,0,0,0,0,0,0,0
"1337","2021-09-13",378,2021,9,13,73.8,66.5,10,11.7,19,24.1,79,66.9,0,0,0,0,0,0,0
"1338","2021-03-12",338,2021,3,12,47.8,44.1,9.3,11.5,15.9,33,55,43,0,1,0,0,0,0,10000
"1339","2021-09-22",289,2021,9,22,69.4,64.2,10,9.9,15.9,33,75.9,60.1,0,0,0,0,0,0,0
"1340","2021-05-14",411,2021,5,14,58.9,44.2,10,8.7,12,33,73,43,0,0,0,0,0,0,0
"1341","2022-06-22",265,2022,6,22,62.5,56.6,10,11.8,17.1,22,70,55,0,0,0,0,0,0,0
"1342","2021-12-25",189,2021,12,25,42.7,38.9,8.3,6.4,12,33,50,28.9,0.01,1,0,0,0,0,10000
"1343","2021-05-24",322,2021,5,24,57.4,45.3,10,9.5,21,28.9,63,51.1,0,0,0,0,0,0,0
"1344","2021-05-26",333,2021,5,26,61.2,58.6,4.8,15,21,33,64.9,50,0,1,0,0,0,0,0
"1345","2021-06-09",353,2021,6,9,68.9,64.6,4.1,7.8,12,33,81,62.1,0,1,0,0,0,0,0
"1346","2021-07-03",291,2021,7,3,62.3,59.1,5.9,13.2,19,24.1,73.9,60.1,0.04,1,0,0,0,0,10000
"1347","2021-10-24",236,2021,10,24,55.1,38.6,10,9.6,15.9,19,64.9,52,0,0,0,0,0,0,0
"1348","2021-07-11",263,2021,7,11,68.9,63,8.8,6.3,9.9,33,75,64.4,0,1,0,0,0,0,0
"1349","2021-07-15",372,2021,7,15,72.6,70.6,1,6.7,9.9,33,77,64.9,0,1,0,0,0,0,0
"1350","2021-07-27",318,2021,7,27,76.7,66.6,6,7.6,11.1,33,88,68,0,1,0,0,0,0,0
"1351","2021-08-04",291,2021,8,4,68.4,63.7,9.2,5.3,14,33,75.9,59,0,1,0,0,0,0,10000
"1352","2021-08-13",358,2021,8,13,76.7,72.8,6.1,8.8,12,33,84,73,0,1,0,0,0,0,0
"1353","2021-08-20",325,2021,8,20,77.6,72.7,8.3,11.9,15.9,33,84,71.1,0,0,0,0,0,0,0
"1354","2021-11-07",265,2021,11,7,44.6,35.4,10,7,14,33,55.9,32,0,0,0,0,0,0,0
"1355","2021-10-22",381,2021,10,22,67,61.2,9.3,12.8,15.9,33,72,59,0,0,0,0,0,0,0
"1356","2021-10-29",357,2021,10,29,54,42.1,10,9.9,15,19,57,52,0,0,0,0,0,0,0
"1357","2022-02-04",288,2022,2,4,47.7,45.8,3.8,13.8,25.1,32.1,53.6,39,0.15,1,1,0,0,0,0
"1358","2021-11-27",264,2021,11,27,40.7,25.8,10,18.1,24.1,35,53.1,37.9,0.15,0,0,0,0,0,0
"1359","2021-12-02",319,2021,12,2,50.7,43.6,9.8,9.1,14,33,57.9,39,0,1,0,0,0,0,10000
"1360","2022-07-05",279,2022,7,5,69.7,65.2,10,9.7,14,33,80.1,64.9,0,0,0,0,0,0,0
"1361","2022-04-28",347,2022,4,28,48.5,28,10,15.6,21,28.9,61,44.1,0,0,0,0,0,0,0
"1362","2022-03-14",310,2022,3,14,40.7,28.9,10,13.2,22,31.1,48,25,0,0,0,0,0,0,0
"1363","2022-07-18",302,2022,7,18,73.1,72.1,1.2,6.9,12,33,81,70,0,1,0,0,0,0,0
"1364","2022-05-13",332,2022,5,13,58.6,56.4,2.4,6.5,11.1,33,72,48.9,0,1,0,0,0,0,0
"1365","2022-07-21",295,2022,7,21,74.5,73,1.9,9.6,15,33,88,71.1,0,1,0,0,0,0,0
"1366","2016-10-14",767,2016,10,14,55.9,45.7,10,14.2,21,27,66.9,48,0,0,0,0,0,0,0
"1367","2016-10-24",573,2016,10,24,57.5,41.6,9.9,12.5,20,27,61,50,0.07,0,1,0,0,0,0
"1368","2016-10-22",629,2016,10,22,61.3,58.9,3.5,12.2,27,36.9,70,50,0.01,1,0,0,0,0,0
"1369","2016-10-03",490,2016,10,3,60.5,56.1,9.9,4.4,9.9,33,66,57,0,0,0,0,0,0,0
"1370","2016-09-09",715,2016,9,9,71.4,68.3,5.9,10.3,13,33,79,66,0.16,1,1,0,0,0,0
"1371","2016-08-25",659,2016,8,25,71.7,66.5,10,10.4,14,33,77,63,0,0,0,0,0,0,0
"1372","2016-08-19",707,2016,8,19,74.4,65.7,10,8.2,14,33,81,64.9,0,0,0,0,0,0,0
"1373","2016-07-24",566,2016,7,24,73.2,63.2,10,8.7,21,25.1,82,64.9,0,0,0,0,0,0,0
"1374","2016-06-05",466,2016,6,5,58.4,56.9,3.4,10.3,19,26,73.9,54,0,1,1,0,0,0,0
"1375","2016-07-25",698,2016,7,25,71.5,68.8,9.9,8.7,14,33,80.1,64.9,0,0,0,0,0,0,0
"1376","2016-07-27",690,2016,7,27,75.4,66.3,10,7,9.9,33,82,70,0,0,0,0,0,0,0
"1377","2016-08-17",658,2016,8,17,76.5,70,8.4,14.7,21,28,82,70,0,0,0,0,0,0,0
"1378","2016-08-06",578,2016,8,6,71.3,67.5,9.8,10.7,15,33,75.9,55,0,0,0,0,0,0,0
"1379","2016-07-05",663,2016,7,5,67.1,65.3,6.2,9.2,15,33,75.9,64,0.62,1,1,0,0,0,0
"1380","2016-06-21",681,2016,6,21,63.6,59.9,7.4,12.2,17.1,27,69.1,57,0.13,0,1,0,0,0,0
"1381","2016-06-10",818,2016,6,10,59.2,45.1,10,10.6,17.1,22.9,68,53.1,0,0,0,0,0,0,0
"1382","2016-06-13",646,2016,6,13,61.5,47.2,10,13.3,22,28,81,54,0,0,0,0,0,0,0
"1383","2016-06-27",718,2016,6,27,64.3,58.3,10,9.3,14,33,71.1,50,0,0,0,0,0,0,0
"1384","2016-06-03",710,2016,6,3,58.4,55.9,7.8,6.7,9.9,33,64.4,55,0,0,1,0,0,0,0
"1385","2016-05-16",742,2016,5,16,50.8,31.4,10,19.8,28.9,36.9,60.1,46,0,0,0,0,0,0,0
"1386","2016-05-25",733,2016,5,25,57.9,53.4,7.7,8.7,14,33,64,51.1,0.01,0,1,0,0,0,0
"1387","2016-05-11",699,2016,5,11,55.6,42.2,10,7.6,12,33,66,39.9,0,0,0,0,0,0,0
"1388","2016-05-17",624,2016,5,17,55,44.5,10,11.9,18.1,24.1,63,46,0,0,0,0,0,0,0
"1389","2016-04-15",733,2016,4,15,46.4,28.4,10,17.6,26,35,53.1,39.9,0,0,0,0,0,0,0
"1390","2016-05-05",626,2016,5,5,45.5,43.9,5.9,21.5,26,35,50,45,0.52,0,1,0,0,0,0
"1391","2016-05-03",711,2016,5,3,48.2,45,8.2,9,14,33,54,46.4,0.04,0,1,0,0,0,0
"1392","2016-04-28",489,2016,4,28,47.7,34.1,10,10.1,15,33,54,41,0,0,0,0,0,0,0
"1393","2016-04-09",557,2016,4,9,41.8,25.1,10,9.7,14,21,53.1,35.1,0,0,0,0,0,0,0
"1394","2016-04-03",585,2016,4,3,41.7,32.9,8.3,17.5,35.9,51.1,53.1,33.1,1.12,0,1,1,0,0,0
"1395","2016-04-01",702,2016,4,1,54.8,52.5,2.2,18.2,29.9,39,59,46,0.01,1,1,0,0,0,0
"1396","2016-04-06",628,2016,4,6,37,15.3,10,10.7,19,26,44.1,28.9,0,0,0,0,0,0,0
"1397","2015-12-28",490,2015,12,28,40.9,30,9.3,18.5,22.9,33,57,33.1,0.1,0,1,0,0,0,0
"1398","2016-02-18",592,2016,2,18,36,23.1,10,12.5,18.1,25.1,44.1,32,0,0,0,0,0,0,0
"1399","2016-03-14",640,2016,3,14,43.8,33.8,9.5,12.3,20,28.9,46,41,0,0,1,0,0,0,0
"1400","2016-03-15",608,2016,3,15,48.3,45.7,3.4,17.3,25.1,35,54,41,0.57,1,1,0,0,0,0
"1401","2016-03-12",625,2016,3,12,41.2,35.4,8.8,6.6,14,33,55,30.9,0.02,0,1,1,0,0,0
"1402","2016-02-12",628,2016,2,12,19.3,4.2,10,14,24.1,35.9,36,15.1,0,0,0,0,0,0,0
"1403","2016-02-07",423,2016,2,7,38.7,30.1,10,6.7,12,33,44.1,28,0,0,0,0,0,0,0
"1404","2016-02-09",571,2016,2,9,33.1,27.8,8.1,11.5,21,28,42.1,30.9,0.06,0,0,1,0,0,0
"1405","2016-02-14",309,2016,2,14,5.8,-6.7,8.5,16.3,22.9,36.9,27,-2,0,0,0,0,0,0,0
"1406","2015-12-24",603,2015,12,24,57.7,55.8,2.1,15.6,20,28,61,46,0.81,1,1,0,0,0,0
"1407","2015-12-30",501,2015,12,30,44.8,40.6,9.4,8.8,18.1,25.1,57,36,0.58,0,0,0,0,0,0
"1408","2015-12-16",673,2015,12,16,46.5,35.5,10,12.3,17.1,22.9,61,43,0.35,0,0,0,0,0,0
"1409","2015-12-15",755,2015,12,15,58,51.5,5.9,15,22,29.9,61,50,0.69,1,1,0,0,0,0
"1410","2015-12-17",745,2015,12,17,48.9,43.7,8.8,9.7,18.1,33,57,42.1,0,0,1,0,0,0,0
"1411","2015-11-24",733,2015,11,24,37.5,17,10,11.7,20,25.1,48,30.9,0.25,0,0,0,0,0,0
"1412","2015-12-03",623,2015,12,3,53.5,47.1,6.4,13,24.1,32.1,57,46.9,0.11,1,1,0,0,0,0
"1413","2015-12-18",767,2015,12,18,54.2,52.4,2.4,11.3,20,24.1,60.1,42.1,0.64,1,1,0,0,0,0
"1414","2015-12-11",694,2015,12,11,52.2,50,6.1,5.8,11.1,33,57.9,46,0,1,0,0,0,0,0
"1415","2015-11-19",797,2015,11,19,50.4,43.6,10,11.8,18.1,33,57,30.9,0,0,0,0,0,0,0
"1416","2015-11-06",616,2015,11,6,62.3,60.4,4.3,11.3,24.1,34,66.9,52,0.14,1,1,0,0,0,0
"1417","2015-10-29",767,2015,10,29,63.2,60.9,3.5,17.6,24.1,35.9,66,46.9,0.54,1,1,0,0,0,0
"1418","2015-11-23",704,2015,11,23,45.2,35.2,8.5,17.4,25.1,34,57,39.9,1.68,0,1,0,0,0,0
"1419","2015-11-04",672,2015,11,4,57,49.3,9.7,7.4,11.1,33,64,43,0,0,0,0,0,0,0
"1420","2015-10-11",559,2015,10,11,56,46.7,10,8.1,14,33,64,44.1,0,0,0,0,0,0,0
"1421","2022-05-25",304,2022,5,25,53.6,41.6,10,7.7,13,33,62.1,44.1,0,0,0,0,0,0,0
"1422","2022-06-16",301,2022,6,16,60.9,55.5,10,6.6,13,33,73.9,52,0,0,0,0,0,0,0
"1423","2022-06-04",300,2022,6,4,59,55.7,6.5,8.1,12,33,64.9,55.4,0.01,1,0,0,0,0,0
"1424","2022-06-25",364,2022,6,25,68.6,64.9,8.7,7,9.9,33,75.9,54,0,0,0,0,0,0,0
"1425","2022-08-27",300,2022,8,27,75.2,71.2,8.3,8.9,15,20,82,69.1,0.15,1,0,0,1,0,10010
"1426","2021-03-19",309,2021,3,19,33.6,26.3,8.3,20.1,27,40,41,30,0,1,1,0,0,0,11000
"1427","2021-02-10",279,2021,2,10,29.4,23.4,9.8,11.2,17.1,26,34,16,0.36,0,0,0,0,0,0
"1428","2021-02-17",239,2021,2,17,32.6,21.3,10,13.4,19,27,50,25,0.17,0,0,0,0,0,0
"1429","2021-03-30",281,2021,3,30,43.7,35.5,10,6.7,15.9,33,48,30,0,0,0,0,0,0,0
"1430","2020-12-27",184,2020,12,27,34.2,21.2,10,7.7,15,22,44.1,28.9,0,0,0,0,0,0,0
"1431","2020-12-16",341,2020,12,16,31.8,16.3,10,11.5,15,21,39.9,26.1,0,0,0,0,0,0,0
"1432","2020-12-30",238,2020,12,30,34.1,17,10,11,19,24.1,48,25,0,0,0,0,0,0,0
"1433","2020-10-16",304,2020,10,16,65.4,60.7,10,12.6,14,33,70,59,0,0,0,0,0,0,0
"1434","2020-11-11",300,2020,11,11,61.4,58.9,9,10.4,12,33,66,51.1,0,0,0,0,0,0,0
"1435","2020-09-11",351,2020,9,11,69.1,62.7,7.1,13.2,22,28,75,60.1,0.3,1,1,0,0,0,0
"1436","2020-08-28",306,2020,8,28,70.6,65.3,9.9,6.9,12,33,78.1,63,0.05,0,0,0,0,0,0
"1437","2020-09-14",289,2020,9,14,69.5,61.2,9.5,9.9,20,24.1,75,59,0,0,0,0,0,0,0
"1438","2020-09-26",330,2020,9,26,63.6,60.9,4.5,4.9,8.9,33,73,59,0,1,0,0,0,0,0
"1439","2020-08-04",451,2020,8,4,74.8,72.4,3.4,11.4,24.1,33,82,72,0,1,1,0,0,0,0
"1440","2020-08-10",320,2020,8,10,74.3,70.7,9.8,9.6,15,33,80.1,64.9,0,0,0,0,0,0,0
"1441","2020-07-27",320,2020,7,27,77,69.7,7.6,12.3,15.9,20,84.9,71.1,0,1,0,0,0,0,0
"1442","2020-05-12",191,2020,5,12,49.6,39.4,10,15,22.9,28.9,57.9,44.1,0.04,0,0,0,0,0,0
"1443","2015-10-17",565,2015,10,17,52.7,39.6,10,8.2,18.1,22.9,66,41,0.07,0,0,0,0,0,0
"1444","2015-10-01",683,2015,10,1,59.7,55.3,8.1,21.4,28,36.9,73.9,57,1.26,0,1,0,0,0,0
"1445","2015-09-06",504,2015,9,6,66.6,55.9,10,4.7,8,33,72,50,0,0,0,0,0,0,0
"1446","2015-08-28",609,2015,8,28,71.4,59.5,10,6.6,9.9,33,80.1,62.1,0,0,0,0,0,0,0
"1447","2015-09-04",643,2015,9,4,70.6,65.2,6.8,12,21,26,75,64,0,1,0,0,0,0,0
"1448","2015-08-08",545,2015,8,8,69.7,61.1,10,11.8,15,22,78.1,64,0,0,0,0,0,0,0
"1449","2015-07-30",717,2015,7,30,74.2,70.7,6.2,9.7,14,33,86,69.1,0,0,0,0,0,0,0
"1450","2015-07-23",623,2015,7,23,71.9,60.8,10,8.3,14,33,80.1,63,0,0,0,0,0,0,0
"1451","2015-07-11",597,2015,7,11,71.8,62.1,10,8.4,14,33,81,60.1,0,0,0,0,0,0,0
"1452","2015-06-21",620,2015,6,21,64.9,61.5,6.2,11.3,18.1,28,71.6,59,0,1,1,0,0,1,0
"1453","2015-06-29",662,2015,6,29,64.3,59.4,7.4,9.7,15.9,33,71.1,57,0.11,1,0,0,0,0,0
"1454","2015-05-29",813,2015,5,29,65.4,57.4,9.2,5.7,9.9,33,75.9,60.1,0,0,0,0,0,0,0
"1455","2015-05-26",686,2015,5,26,61.1,56.2,9.8,14.4,19,24.1,66,54,0,0,0,0,0,0,0
"1456","2015-05-05",638,2015,5,5,57.1,48.6,9.8,11,15.9,21,71.1,46,0,0,0,0,0,0,0
"1457","2015-04-28",613,2015,4,28,46,35.9,9.8,15.7,26,33,57,41,0.02,0,1,0,0,0,0
"1458","2015-05-07",684,2015,5,7,55.9,42.3,9.8,7.2,14,33,70,42.1,0,0,0,0,0,0,0
"1459","2015-04-27",558,2015,4,27,49,37.9,10,8.9,15,21,57,39,0,0,1,0,0,0,0
"1460","2015-05-11",645,2015,5,11,57.9,55.9,0.8,11.1,15.9,21,66.9,54,0,1,1,0,0,0,0
"1461","2020-05-25",214,2020,5,25,56,52.4,8.6,9.9,14,20,66,48.9,0,0,0,0,0,0,0
"1462","2020-06-08",235,2020,6,8,62.6,51.1,10,7.3,11.1,15,73,55.9,0,1,0,0,0,0,10000
"1463","2020-04-04",156,2020,4,4,42.3,38.4,6.8,21.1,26,35.9,45,39,0.6,1,0,0,0,0,10000
"1464","2020-03-09",546,2020,3,9,44.7,38.2,9.2,14.5,18.1,33,50,30,0,0,0,0,0,0,0
"1465","2020-03-13",551,2020,3,13,46.4,43.3,5.6,16.9,22,29.9,52,43,0,1,1,0,0,0,0
"1466","2020-03-06",673,2020,3,6,40,32.5,9.5,10.8,26,41,50,28.9,0,0,0,0,0,0,0
"1467","2020-03-10",450,2020,3,10,46.3,41.4,7.5,13.8,17.1,22.9,52,41,0,0,0,0,0,0,0
"1468","2020-02-22",407,2020,2,22,34.9,20.3,10,12.5,20,26,43,19.9,0,0,0,0,0,0,0
"1469","2020-02-12",438,2020,2,12,40.7,29.4,9.9,11.4,18.1,28.9,48.9,37,0.73,0,0,0,0,0,0
"1470","2020-01-19",360,2020,1,19,41.2,35.8,7.5,14.4,22,27,46.9,19,0.21,1,1,0,0,0,11000
"1471","2020-01-28",404,2020,1,28,39.4,28.8,10,9.8,17.1,21,45,36,0,0,0,0,0,0,0
"1472","2020-01-21",556,2020,1,21,27.8,15.2,10,11.5,15.9,33,34,21.9,0,0,0,0,0,0,0
"1473","2020-01-05",291,2020,1,5,40.1,33.8,7.1,17,27,38.1,48.9,36,0.38,1,1,0,0,0,0
"1474","2020-01-10",522,2020,1,10,39.7,32.2,9.3,11.3,17.1,24.1,50,21,0,0,0,0,0,0,0
"1475","2019-12-14",577,2019,12,14,52.7,51.3,3.1,16.5,28.9,40,57.2,48.9,2.15,1,1,0,0,0,0
"1476","2019-12-21",520,2019,12,21,33.3,25.6,10,5.2,8.9,33,39.9,19.9,0,0,0,0,0,0,0
"1477","2019-12-13",760,2019,12,13,38.7,31.8,9.8,10.3,18.1,25.1,50,21.9,0,0,0,0,0,0,0
"1478","2019-12-11",578,2019,12,11,39.9,36.7,4.9,10.5,20,28,55,30,0.12,0,1,1,0,0,0
"1479","2019-12-06",563,2019,12,6,38.3,25.4,10,14.2,19,33,48,32,0,0,1,0,0,0,0
"1480","2019-11-09",502,2019,11,9,35.3,21.8,10,10.2,21,29.9,48.9,32,0.06,0,0,0,0,0,0
"1481","2019-11-08",676,2019,11,8,42.7,31.3,10,15.7,25.1,38.1,60.1,34,0.11,0,1,0,0,0,0
"1482","2019-11-05",440,2019,11,5,56.6,50.5,9.6,11.5,15,33,62.1,42.1,0.01,0,1,0,0,0,0
"1483","2019-10-30",595,2019,10,30,57.8,54.9,8.4,7.9,13,33,64,53.1,0,0,1,0,0,0,0
"1484","2019-10-15",549,2019,10,15,56.7,48.8,10,8.9,15,21,66.9,48.9,0.25,0,0,0,0,0,0
"1485","2019-10-12",502,2019,10,12,56.2,54.1,6.7,19.9,28,36.9,61,55,0.12,0,1,0,0,0,0
"1486","2019-10-08",523,2019,10,8,61.3,58,9.3,12.1,18.1,22.9,73,57.9,0.18,0,1,0,0,0,0
"1487","2019-09-28",532,2019,9,28,63.8,59.3,10,8.2,12,33,70,54,0,0,0,0,0,0,0
"1488","2019-07-27",602,2019,7,27,67.1,58.1,10,4.9,8.9,33,75.9,55.9,0,0,0,0,0,0,0
"1489","2019-07-03",654,2019,7,3,70.2,65.1,9.2,5,8.9,33,80.1,59,0,0,0,0,0,0,0
"1490","2019-09-02",427,2019,9,2,64.9,60.9,10,6.4,9.9,33,73,55.9,0,0,0,0,0,0,0
"1491","2019-08-25",482,2019,8,25,65.5,59.5,10,13.6,22.9,32.1,72,61,0,0,0,0,0,0,0
"1492","2019-08-21",522,2019,8,21,70.6,68.5,8.1,7.2,21,26,82.9,62.1,0,1,1,0,0,1,0
"1493","2019-09-06",591,2019,9,6,59.3,55,9.1,9.3,17.1,27,71.1,54,0,0,1,0,0,0,0
"1494","2019-08-29",592,2019,8,29,71,68.2,6.3,9.5,18.1,22.9,75,59,0,0,1,0,0,0,0
"1495","2019-09-05",628,2019,9,5,67.7,60.6,9.5,9.7,14,19,77,57.9,0,0,1,0,0,1,0
"1496","2015-02-28",538,2015,2,28,22.2,9.9,10,7.2,11.1,15,28,16,0,0,0,0,0,0,0
"1497","2015-03-29",505,2015,3,29,34.9,23.9,9.5,10.6,18.1,22.9,39.9,28.9,0.19,0,0,1,0,0,0
"1498","2015-04-12",443,2015,4,12,45,31.4,10,10.1,15.9,22.9,57.9,32,0,0,0,0,0,0,0
"1499","2015-04-02",653,2015,4,2,37.1,27.6,9.9,7,15.9,33,46.9,24.1,0,0,0,0,0,0,0
"1500","2015-03-05",830,2015,3,5,32.7,30.2,1.6,10,15.9,25.1,41,24.1,0.31,1,1,1,0,0,0
"1501","2015-03-17",528,2015,3,17,38.6,34.1,7.9,10.1,27,39,46.9,28,0.01,0,1,0,0,0,0
"1502","2015-03-04",574,2015,3,4,36.1,33.8,3.1,14.8,20,28,41,23,0.31,1,1,1,0,0,0
"1503","2015-03-22",432,2015,3,22,35.1,18.8,9.4,15.7,25.1,33,41,21,0.13,0,0,0,0,0,0
"1504","2015-03-21",507,2015,3,21,34.2,31,7,8.5,13,33,41,21.9,0.02,0,1,1,0,0,0
"1505","2015-02-17",620,2015,2,17,21.7,11.8,6.5,7.7,15.9,22,28.9,17.1,0,0,0,1,0,0,0
"1506","2015-02-09",547,2015,2,9,37.1,34.3,6.3,14.9,20,28,37.9,30.9,0.04,0,1,0,0,0,0
"1507","2015-01-22",508,2015,1,22,35.5,30.5,8.4,8.4,12,33,39,25,0.13,0,0,1,0,0,0
"1508","2015-01-25",406,2015,1,25,36.5,26.7,9.4,16,22,32.1,45,33.1,0.9,0,0,1,0,0,0
"1509","2015-01-19",496,2015,1,19,41.7,36,8.2,13.5,25.1,46,50,30.9,0.26,0,1,0,0,0,0
"1510","2015-01-07",538,2015,1,7,22.6,10.2,9.4,12.1,26,35.9,27,17.1,0,0,0,1,0,0,0
"1511","2015-01-08",573,2015,1,8,13.1,-2.4,9.9,14.8,21,29.9,27,6.1,0,0,0,1,0,0,0
"1512","2014-12-31",461,2014,12,31,26.9,8.3,9.9,7.5,12,33,37,21.9,0,0,0,1,0,0,0
"1513","2014-12-10",649,2014,12,10,47.9,44.8,8.4,8.6,15.9,33,57,44.1,2.11,0,1,0,0,0,0
