"","date","NUM_COLLISIONS","year","mo","da","temp","dewp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"1960","2014-03-10",513,2014,3,10,33.5,24,8.9,6.1,15,33,39.2,28,0,0,0,1,0,0,0
"1961","2014-02-05",468,2014,2,5,32.3,29.1,6.3,9.2,22.9,31.1,37.4,24.1,0.1,0,1,1,0,0,0
"1962","2014-01-14",559,2014,1,14,45.5,43.2,5.2,11.8,15,22,48,28.9,0,1,1,0,0,0,0
"1963","2014-01-02",603,2014,1,2,31.1,22.4,5.8,10.9,25.1,34,35.6,26.1,0,0,1,1,0,0,0
"1964","2014-01-24",705,2014,1,24,14.8,-0.5,10,11.8,15.9,22.9,23,9,0,0,0,0,0,0,0
"1965","2014-01-28",504,2014,1,28,22.2,-1.3,10,10.7,17.1,25.1,45,17.1,0,0,0,0,0,0,0
"1966","2014-01-31",560,2014,1,31,33.7,26.7,9.9,9.1,15,19,37.4,28.9,0,0,0,0,0,0,0
"1967","2014-01-19",380,2014,1,19,36.1,29,10,16.5,28,38.1,43,32,0.04,0,0,1,0,0,0
"1968","2013-12-08",456,2013,12,8,34,19.4,10,8.8,15,20,41,30.9,0.28,0,0,0,0,0,0
"1969","2013-12-31",465,2013,12,31,28.5,16.8,9.4,10.1,15,20,34,24.8,0,0,0,1,0,0,0
"1970","2013-12-07",567,2013,12,7,39.7,34.5,7.8,11.8,19,25.1,55.9,37,0.51,0,1,0,0,0,0
"1971","2013-12-26",428,2013,12,26,33.3,26.8,9.3,7.8,15,22,43,21,0,0,1,0,0,0,0
"1972","2013-11-08",682,2013,11,8,47.1,32,10,13.7,20,27,64,41,1.56,0,0,0,0,0,0
"1973","2013-11-14",620,2013,11,14,42.8,27.4,10,14.2,22,28.9,50,30,0,0,0,0,0,0,0
"1974","2013-11-10",474,2013,11,10,52.5,39.7,10,13,26,35.9,60.1,37.9,0,0,1,0,0,1,0
"1975","2013-12-01",420,2013,12,1,43.1,35,9.8,10.9,14,33,50,25,0,0,1,0,0,0,0
"1976","2013-10-29",600,2013,10,29,47.5,34.1,10,6.8,15,20,57.9,36,0,0,0,0,0,0,0
"1977","2013-10-17",574,2013,10,17,59.4,57.4,7.9,6.1,11.1,33,63,55,0.01,0,0,0,0,0,0
"1978","2013-09-19",536,2013,9,19,62.4,54.6,10,9.6,15,19,69.1,43,0,0,0,0,0,0,0
"1979","2018-07-14",577,2018,7,14,64.9,59.5,10,4.7,9.9,33,73.9,54,0,0,0,0,0,0,0
"1980","2018-07-28",637,2018,7,28,69.7,69.7,1.4,6.7,15.9,33,75.9,66.9,0.41,1,1,0,0,0,0
"1981","2018-07-09",672,2018,7,9,60.9,53.6,10,6.7,12,33,73.9,50,0,0,0,0,0,0,0
"1982","2018-06-14",833,2018,6,14,63.8,58.8,5.3,13.6,19,29.9,70,59,0.18,1,0,0,0,0,0
"1983","2018-06-15",728,2018,6,15,59,54,9.3,6.2,12,33,71.1,54,0,0,1,0,0,0,0
"1984","2018-06-29",845,2018,6,29,68,66,4.4,7,14,33,75.9,62.1,0.96,1,1,0,0,0,0
"1985","2018-05-30",708,2018,5,30,59.2,54.2,6.4,7.5,14,33,77,50,0,1,0,0,0,0,0
"1986","2018-05-21",626,2018,5,21,60.9,51,9.5,8.7,12,33,69.1,52,0.03,0,1,0,0,0,0
"1987","2018-04-14",624,2018,4,14,47.7,45,7,13.7,21,28.9,52,42.1,0.08,0,0,0,0,0,0
"1988","2018-01-30",579,2018,1,30,31.9,30.5,4.3,23.4,32.1,40,42.1,26.1,0.53,1,1,1,0,0,0
"1989","2018-01-16",617,2018,1,16,32.3,28.9,8.2,8.8,19,26,37.9,28,0,0,0,1,0,0,0
"1990","2013-08-26",521,2013,8,26,68.3,64.1,10,11.2,19,22,75,50,0,0,0,0,0,0,0
"1991","2013-08-27",506,2013,8,27,68,66.6,4.5,8,14,33,70,64.4,0.39,1,1,0,0,0,0
"1992","2013-08-29",572,2013,8,29,65.7,63.7,5.8,11.3,17.1,21,69.1,62.6,0,1,0,0,0,0,0
"1993","2013-07-09",583,2013,7,9,72.7,69.3,5.7,7,13,33,80.1,69.1,0,1,0,0,0,0,0
"1994","2013-06-21",690,2013,6,21,62,56.1,10,8.3,11.1,33,68,57,0.05,0,0,0,0,0,0
"1995","2013-06-30",423,2013,6,30,65.4,64.2,1.9,8.8,14,33,69.1,64,0.05,1,1,0,0,0,0
"1996","2013-05-23",735,2013,5,23,61.5,57.6,3,13.3,18.1,24.1,66.9,57,0,1,0,0,0,0,0
"1997","2013-05-24",668,2013,5,24,61,58.7,2.1,14,27,39,64,57.2,1.24,1,1,0,0,0,0
"1998","2013-06-03",707,2013,6,3,60.8,59.8,2,12.7,19,27,63,59,0.21,1,1,0,0,0,0
"1999","2013-05-26",455,2013,5,26,50.2,41.8,9.3,13.9,19,28,57,44.6,0.54,0,1,0,0,0,0
"2000","2013-05-20",657,2013,5,20,57.5,54.5,2.9,10.3,17.1,22,62.1,55,0.33,1,1,0,0,0,0
"2001","2013-05-25",514,2013,5,25,55.6,52.3,4.6,7.6,15,18.1,61,51.8,1.03,1,1,0,0,0,0
"2002","2013-05-30",685,2013,5,30,60.9,56.2,6.1,11.6,15,20,66.9,57.2,0.26,0,1,0,0,0,0
"2003","2013-04-17",535,2013,4,17,52.1,42.7,8.3,11,17.1,22.9,60.1,44.1,0.03,0,1,0,0,0,0
"2004","2013-03-27",441,2013,3,27,41.7,30.3,10,9.4,15.9,22.9,50,34,0.01,0,0,0,0,0,0
"2005","2013-03-24",451,2013,3,24,39.1,23.3,10,10.4,15,22,45,34,0,0,0,0,0,0,0
"2006","2013-03-31",426,2013,3,31,43,38.1,10,7.1,13,33,48.9,33.1,0,0,0,0,0,0,0
"2007","2013-04-14",472,2013,4,14,46.1,38.4,9.6,7.7,13,33,55.9,39,0.09,0,0,0,0,0,0
"2008","2018-01-10",687,2018,1,10,31.4,24.2,10,6.6,14,33,42.1,21.9,0,0,0,0,0,0,0
"2009","2018-01-27",510,2018,1,27,36.8,30.7,10,12.2,18.1,24.1,46,17.1,0,0,0,0,0,0,0
"2010","2018-01-13",603,2018,1,13,45.4,43.2,3,19.2,33,45.1,52,33.1,0.41,1,1,0,0,0,0
"2011","2017-12-12",687,2017,12,12,42.6,38.1,9.7,10,17.1,20,51.1,26.1,0,0,1,0,0,0,0
"2012","2017-12-14",883,2017,12,14,28.2,20.4,8.1,12.6,26,35.9,39.9,25,0,0,0,1,0,0,0
"2013","2017-11-22",774,2017,11,22,54.2,52.3,8,13.5,22.9,34,57.9,45,0,0,1,0,0,0,0
"2014","2017-11-06",682,2017,11,6,62.2,61.6,7.4,11.8,17.1,19,66,48.9,0,1,1,0,0,0,0
"2015","2017-11-04",613,2017,11,4,53.6,44.6,9.3,13.9,21,32.1,66,46.9,0,0,0,0,0,0,0
"2016","2017-09-22",614,2017,9,22,61.3,61.3,2.8,27.5,35,47,66,59,3.17,0,1,0,0,0,0
"2017","2017-10-12",603,2017,10,12,57.1,49.2,10,14.5,21,27,68,52,0.09,0,1,0,0,0,0
"2018","2017-10-04",711,2017,10,4,59.3,56.1,10,12.4,19,33,66,46,0,0,0,0,0,0,0
"2019","2017-09-06",608,2017,9,6,69.6,68.6,6,13.6,18.1,28.9,75,64.9,0,0,1,0,0,1,0
"2020","2017-08-20",538,2017,8,20,72.8,68.1,6.3,9.7,14,33,80.1,66.9,1.01,1,0,0,0,0,0
"2021","2017-08-06",519,2017,8,6,69.4,59.9,9.5,11.8,17.1,22.9,75,64,0,0,0,0,0,0,0
"2022","2017-08-16",600,2017,8,16,71.1,65.9,6.8,6.5,15.9,33,79,64.9,0.23,1,1,0,0,0,0
"2023","2013-02-18",398,2013,2,18,24.6,7.6,9.3,22,28,36.9,32,19,0,0,0,0,0,0,0
"2024","2013-03-11",522,2013,3,11,39.9,34.7,10,6.5,11.1,33,45,36,0,0,0,0,0,0,0
"2025","2013-02-11",475,2013,2,11,36.4,32,7.6,9.8,21,28.9,48,24.1,0,0,1,0,0,0,0
"2026","2012-11-16",672,2012,11,16,41.9,29.5,9.7,5.8,15,33,48.2,37.9,0,0,1,0,0,0,0
"2027","2013-01-17",491,2013,1,17,39.4,34.6,8.6,8.6,14,20,41,37,0.47,1,0,0,0,0,0
"2028","2013-02-02",534,2013,2,2,27.6,10.4,10,12.5,19,26,35.1,21.9,0,0,0,0,0,0,0
"2029","2013-01-16",578,2013,1,16,41.6,40,7,8.8,21,27,45,39.2,0.35,0,1,0,0,0,0
"2030","2013-01-11",660,2013,1,11,38,31.4,10,5.4,11.1,33,44.1,32,0,0,0,0,0,0,0
"2031","2012-12-11",578,2012,12,11,50.1,43.2,7.3,6,19,26,59,42.8,0.23,1,1,0,0,0,0
"2032","2012-11-20",671,2012,11,20,44.4,32.8,10,3.6,14,19,51.8,39.9,0,0,0,0,0,0,0
"2033","2012-11-29",515,2012,11,29,37.5,21.9,9.7,5.8,15.9,22.9,43,32,0.01,0,0,0,0,0,0
"2034","2012-12-09",544,2012,12,9,46.2,41.7,7.2,5.4,15.9,21,50,42.1,0.25,0,1,0,0,0,0
"2035","2012-11-18",446,2012,11,18,43.2,31,9.8,5.5,14,21,48.9,34,0,0,0,0,0,0,0
"2036","2012-10-13",547,2012,10,13,45.2,25.9,10,3.1,20,27,52,37.9,0,0,0,0,0,0,0
"2037","2012-10-27",524,2012,10,27,61.9,53.9,9.6,4.3,12,16.9,64.9,42.8,0,0,0,0,0,0,0
"2038","2012-10-21",426,2012,10,21,56.5,39,10,5,18.1,23.9,64,48.9,0,0,0,0,0,0,0
"2039","2012-11-06",514,2012,11,6,36.6,17.4,10,4.8,14,18.1,45,32,0.07,0,0,0,0,0,0
"2040","2012-10-26",598,2012,10,26,60.8,53.4,10,1.5,7,33,64.9,39.2,0,0,0,0,0,0,0
"2041","2012-09-22",547,2012,9,22,66.3,60.6,8.1,5.6,15,20,75.9,60.1,0.01,0,1,0,0,0,0
"2042","2012-09-08",598,2012,9,8,75.3,69.6,8.8,5.8,15.9,28.9,81,69.1,0,1,1,0,0,0,0
"2043","2012-09-09",464,2012,9,9,68.4,57.3,9.5,3,16.9,21,75.9,60.8,0.04,0,1,0,0,0,0
"2044","2012-08-08",528,2012,8,8,77.8,67.1,8.8,1.1,8,33,86,64,0,0,0,0,0,0,0
"2045","2017-07-14",707,2017,7,14,63.7,61.5,9,8.9,13,19,80.1,62.1,0,0,0,0,0,0,0
"2046","2017-07-22",648,2017,7,22,74,67.2,8.8,7.1,12,33,84.9,68,0,0,0,0,0,0,0
"2047","2017-04-27",688,2017,4,27,52.9,50.7,3,5.3,12,33,63,48,0.06,1,1,0,0,0,0
"2048","2017-06-27",757,2017,6,27,64.3,61.6,9.9,7.8,11.1,33,75,57.9,0,0,0,0,0,0,0
"2049","2017-06-29",767,2017,6,29,65.6,62.6,9.9,11.5,15,33,71.1,59,0,0,0,0,0,0,0
"2050","2017-06-30",747,2017,6,30,66.9,63.7,8.8,13.3,17.1,22.9,72,63,0,0,0,0,0,0,0
"2051","2017-06-19",819,2017,6,19,64.7,64.5,0.9,15.2,19,25.1,68,62.6,0.11,1,0,0,0,0,0
"2052","2017-06-02",737,2017,6,2,58.2,48.2,8.3,8.2,12,33,66,52,0,1,0,0,0,0,0
"2053","2017-04-26",630,2017,4,26,53.1,51.8,1.1,17.9,25.1,34,55.4,50,0.76,1,1,0,0,0,0
"2054","2017-05-12",817,2017,5,12,48.6,42.2,9.7,11.8,17.1,25.1,57,44.1,0,0,0,0,0,0,0
"2055","2017-03-26",456,2017,3,26,37,30,9.5,9.8,17.1,26,50,28,0,0,0,0,0,0,0
"2056","2017-03-01",571,2017,3,1,47.4,45.8,2,11.5,24.1,29.9,52,41,0.03,1,1,0,0,0,0
"2057","2017-02-26",462,2017,2,26,43,31.2,7.3,14.3,22.9,29.9,57.9,37.9,0,1,1,0,0,0,0
"2058","2017-02-24",657,2017,2,24,47.5,44.3,6.9,10,15.9,33,54,39.9,0,1,1,0,0,0,0
"2059","2017-02-16",652,2017,2,16,36.1,28.8,9.2,14.4,20,31.1,44.1,21.9,0.63,1,0,1,0,0,0
"2060","2017-02-07",626,2017,2,7,38.1,32.2,8.4,9.2,22,29.9,46.9,25,0,0,1,0,0,0,0
"2061","2017-02-05",429,2017,2,5,36.1,23.7,9.5,11.5,17.1,22,44.1,24.1,0,0,1,0,0,0,0
"2062","2017-01-25",576,2017,1,25,41.1,35.1,8.5,17.4,24.1,33,55,37.9,0.4,0,1,0,0,0,0
"2063","2022-09-06",336,2022,9,6,69,65.6,10,6.8,12,33,77,63,0.01,1,0,0,0,0,10000
"2064","2022-09-15",328,2022,9,15,69,55.3,10,10.6,19,26,77,66,0,0,0,0,0,0,0
"2065","2022-09-01",299,2022,9,1,75.4,63.4,10,9.3,14,21,82.9,64,0.03,0,0,0,0,0,0
"2066","2022-10-06",330,2022,10,6,61.7,60.3,5.7,10.3,15,20,66,55,0.22,1,1,0,0,0,0
"2067","2022-10-10",208,2022,10,10,58.5,48.7,10,7.3,14,33,66.9,42.1,0,0,0,0,0,0,0
"2068","2022-10-21",317,2022,10,21,59.5,45.3,10,8.4,17.1,33,64.9,50,0,0,0,0,0,0,0
"2069","2022-10-31",213,2022,10,31,49.3,47.5,9.9,4.4,6,33,52,46,0,0,0,0,0,0,0
"2070","2017-01-16",477,2017,1,16,31.6,20.7,10,6.2,15,18.1,43,21,0,0,0,0,0,0,0
"2071","2017-01-01",485,2017,1,1,44.4,33.6,9,13.4,18.1,27,48,39,0.03,0,1,0,0,0,0
"2072","2016-12-05",791,2016,12,5,37.9,30.9,9.5,6.6,15,18.1,46.9,26.1,0,0,1,0,0,0,0
"2073","2016-11-07",699,2016,11,7,47.4,36.7,9.6,18.8,25.1,31.1,54,43,0.35,0,1,0,0,0,0
"2074","2016-11-13",518,2016,11,13,51.3,36.2,10,14.2,21,28,57,37.9,0,0,0,0,0,0,0
"2075","2016-11-21",684,2016,11,21,38.8,23.3,10,21.2,27,39,51.1,37,0.07,0,0,1,0,0,0
"2076","2021-04-20",313,2021,4,20,50.3,44.5,8.2,8.9,15.9,33,61,41,0,1,0,0,0,0,0
"2077","2021-09-14",342,2021,9,14,69.5,58.8,10,6.7,12,17.1,79,63,0,0,0,0,0,0,0
"2078","2021-12-18",331,2021,12,18,46.5,34.7,9.7,7.7,13,33,61,44.1,0,1,0,0,0,0,10000
"2079","2021-09-15",356,2021,9,15,72.5,68.1,9.1,11.3,15,33,78.1,68,0,0,0,0,0,0,0
"2080","2021-12-08",287,2021,12,8,39.9,29.5,9.5,6.2,12,33,59,34,0.16,1,0,0,0,0,10000
"2081","2022-04-19",256,2022,4,19,49.6,43.5,7.3,25.4,41,54,55.9,41,0.64,1,0,0,0,0,10000
"2082","2021-10-06",270,2021,10,6,64.2,55.5,10,9.7,15.9,33,71.1,55.9,0.28,0,0,0,0,0,0
"2083","2021-06-24",384,2021,6,24,63.4,52.7,9.8,7,14,20,73,50,0,1,0,0,0,0,10000
"2084","2022-01-16",266,2022,1,16,25.2,14.5,10,9,17.1,22,35.1,15.1,0,0,0,0,0,0,0
"2085","2022-01-27",271,2022,1,27,25.5,12.9,10,9.8,17.1,25.1,34,21.9,0,0,0,0,0,0,0
"2086","2021-07-04",289,2021,7,4,62.9,57.6,9,8.6,14,15.9,68,60.1,0.05,1,0,0,0,0,10000
"2087","2021-08-09",339,2021,8,9,72.4,68.1,8.5,8.2,15.9,33,89.1,68,0,1,0,0,0,0,10000
"2088","2021-08-10",331,2021,8,10,73.1,69.8,7,6.3,15,20,79,68,0,1,1,0,0,0,0
"2089","2021-08-17",286,2021,8,17,69.9,60.9,10,5.6,11.1,33,80.1,59,0,0,0,0,0,0,0
"2090","2021-11-03",321,2021,11,3,50,37.5,9.8,7.8,14,21,57.9,41,0.24,1,0,0,0,0,10000
"2091","2021-08-27",349,2021,8,27,79.3,72.2,7,6.6,9.9,33,91.9,69.1,0,1,0,0,0,0,0
"2092","2021-11-19",349,2021,11,19,52.9,41.3,9.3,15,18.1,26,64,46,0.07,1,0,0,0,0,10000
"2093","2022-02-10",300,2022,2,10,42.3,37.9,10,10.1,18.1,33,50,32,0,0,0,0,0,0,0
"2094","2022-03-03",317,2022,3,3,40.8,29.5,9.3,11.1,20,28.9,48,30.9,0.11,1,0,0,0,0,10000
"2095","2022-03-23",271,2022,3,23,41,24.3,10,9.2,18.1,25.1,54,35.1,0,0,0,0,0,0,0
"2096","2016-10-18",590,2016,10,18,63.8,61.6,4.6,6.8,14,33,73.9,59,0,1,0,0,0,0,0
"2097","2016-09-20",619,2016,9,20,71.1,69.3,8.7,5.6,11.1,33,75,66,0.22,0,1,0,0,0,0
"2098","2016-08-21",512,2016,8,21,68.3,63.6,9.6,9,13,33,75.9,63,0,0,0,0,0,0,0
"2099","2016-09-02",697,2016,9,2,69.2,63.2,9.4,9.9,18.1,21,77,62.1,0.05,0,0,0,0,0,0
"2100","2016-07-29",774,2016,7,29,70.8,68.3,6,5.8,14,33,78.1,66.9,0,1,1,0,0,1,0
"2101","2016-07-13",607,2016,7,13,67.2,63.3,10,9.2,14,33,78.1,57.9,0,0,0,0,0,0,0
"2102","2016-05-19",694,2016,5,19,53.9,44.5,10,6.7,12,15,63,45,0.05,0,1,0,0,0,0
"2103","2016-05-10",608,2016,5,10,51.9,38.2,10,9,17.1,33,61,39.9,0,0,0,0,0,0,0
"2104","2016-03-21",617,2016,3,21,37.4,32,7.3,16,22,31.1,43,34,0.35,0,1,1,0,0,0
"2105","2016-04-08",696,2016,4,8,49.7,43.2,7.3,15.9,29.9,46,57,44.1,0.44,0,1,0,0,0,0
"2106","2016-03-19",540,2016,3,19,40,21.4,10,10,15,20,54,35.1,0,0,0,0,0,0,0
"2107","2016-03-17",612,2016,3,17,45.4,42.5,5.9,8.5,15,33,48.9,42.8,0.01,0,1,0,0,0,0
"2108","2016-03-09",660,2016,3,9,46.4,41.8,8,9.4,14,33,55,37.9,0,0,0,0,0,0,0
"2109","2016-03-10",629,2016,3,10,49.6,43.8,7.6,10.9,15.9,33,62.1,41,0,0,0,0,0,0,0
"2110","2016-02-17",525,2016,2,17,41.5,35.8,6.2,12,17.1,22,50,35.1,1.02,1,1,0,0,0,0
"2111","2016-01-03",432,2016,1,3,44.4,29.4,10,15.5,22.9,33,52,34,0,0,0,0,0,0,0
"2112","2015-12-21",612,2015,12,21,49.5,40.8,9.4,14.3,20,28,55.9,34,0,0,0,0,0,0,0
"2113","2015-11-08",472,2015,11,8,53.2,35.5,10,11,22,28.9,64.9,46.9,0,0,0,0,0,0,0
"2114","2015-11-11",530,2015,11,11,56.1,53.7,4,20.5,28.9,38.1,61,50,0.72,0,1,0,0,0,0
"2115","2015-10-09",764,2015,10,9,58.9,52.7,9.8,10.9,17.1,22,68,48,0,0,0,0,0,0,0
"2116","2015-10-08",666,2015,10,8,59.8,51.9,10,8.2,15.9,20,66,51.1,0,0,0,0,0,0,0
"2117","2022-04-25",254,2022,4,25,47.8,34.1,10,5.5,11.1,15.9,57,39,0,0,0,0,0,0,0
"2118","2022-08-11",283,2022,8,11,71.4,68.1,9.5,4.9,13,33,80.1,69.1,0.01,1,0,0,0,0,10000
"2119","2021-02-25",269,2021,2,25,42.9,31.8,9.8,14.5,21,26,48,36,0,0,0,0,0,0,0
"2120","2021-03-04",262,2021,3,4,39.3,32.2,10,8.4,15.9,33,41,35.6,0,0,0,0,0,0,0
"2121","2021-03-24",268,2021,3,24,47.2,45.6,7.4,6.9,15.9,33,54,43,0,0,0,0,0,0,0
"2122","2021-03-18",244,2021,3,18,41.4,40.2,7.8,3.7,15.9,33,43,39,0,1,0,0,0,0,10000
"2123","2021-01-24",212,2021,1,24,24.7,7.5,10,19.8,25.1,35,35.1,19.9,0,0,0,0,0,0,0
"2124","2021-02-08",301,2021,2,8,27.6,20.5,9.2,15.2,25.1,33,34,23,0.78,1,1,0,0,0,11000
"2125","2020-12-14",250,2020,12,14,44,39.4,8.9,6.3,12,33,57,39.9,0,1,0,0,0,0,10000
"2126","2020-12-10",311,2020,12,10,40.8,31.9,10,10,17.1,22.9,48,30,0.12,1,0,0,0,0,10000
"2127","2021-01-11",238,2021,1,11,32.6,27.9,10,4.5,8.9,33,44.1,21,0,0,0,0,0,0,0
"2128","2021-02-09",229,2021,2,9,26.1,21.2,8.8,5.5,12,33,34,16,0,1,1,1,0,0,0
"2129","2020-11-23",298,2020,11,23,53.9,50.1,7.6,15.1,22,31.1,61,46,0,1,1,0,0,0,0
"2130","2020-11-13",391,2020,11,13,53.5,49.8,6.9,9.3,15,22,64.9,52,1.28,1,0,0,0,0,10000
"2131","2020-09-10",347,2020,9,10,70.8,69.5,0.8,4.4,7,33,77,66.9,0,1,1,0,0,0,0
"2132","2020-09-16",307,2020,9,16,58.8,51.3,10,6.5,13,33,69.1,46,0,0,0,0,0,0,0
"2133","2020-09-24",297,2020,9,24,66.2,56.9,10,8.2,12,33,75.9,55,0,0,0,0,0,0,0
"2134","2020-07-31",343,2020,7,31,73.7,70.8,6.3,5.1,12,33,80.1,71.1,0,1,1,0,0,0,0
"2135","2020-07-26",313,2020,7,26,75.1,71.3,8,12.3,17.1,22.9,82,60.1,0,0,0,0,0,0,0
"2136","2020-07-13",290,2020,7,13,70.3,67.5,4.9,8,11.1,33,77,68,0,1,0,0,0,0,0
"2137","2020-06-11",251,2020,6,11,63.6,60.1,6.6,12.7,19,24.1,70,57.9,0,1,0,0,0,0,0
"2138","2020-04-28",185,2020,4,28,41.8,28.8,8.7,18.8,31.1,38.1,50,39,0.13,1,0,0,0,0,10000
"2139","2015-09-09",740,2015,9,9,75.8,71,7.6,10.3,12,18.1,81,71.6,0,1,0,0,0,0,0
"2140","2015-08-16",552,2015,8,16,74.3,68.8,9.5,8.5,12,33,82,70,0,0,0,0,0,0,0
"2141","2015-07-31",753,2015,7,31,76.7,68.5,8.5,8.5,12,17.1,87.1,71.1,0,0,0,0,0,0,0
"2142","2015-06-30",622,2015,6,30,67.1,61.8,9.3,7.1,9.9,33,73.9,57,0,0,0,0,0,0,0
"2143","2015-05-27",697,2015,5,27,62.4,57.8,8.5,13.4,18.1,24.1,68,57.9,0,0,0,0,0,0,0
"2144","2015-04-26",477,2015,4,26,46.1,34,9.8,7.4,11.1,33,54,37,0,0,0,0,0,0,0
"2145","2015-05-13",655,2015,5,13,59.5,47.2,8.7,12.2,17.1,24.1,66.9,53.1,0,0,0,0,0,0,0
"2146","2020-04-05",94,2020,4,5,41.8,36.3,10,6,8.9,33,50,35.1,0.01,0,0,0,0,0,0
"2147","2020-03-28",183,2020,3,28,42.3,33,9.9,5.8,9.9,33,59,30,0,1,0,0,0,0,10000
"2148","2020-03-16",378,2020,3,16,34,21.9,10,8.4,15,19,46,27,0,0,0,0,0,0,0
"2149","2020-02-11",458,2020,2,11,44.1,42.8,3.1,6,9.9,33,48.9,41,0.31,1,1,0,0,0,0
"2150","2020-01-03",456,2020,1,3,45.8,42.9,7,10.3,15,33,46.9,33.1,0,1,0,0,0,0,10000
"2151","2019-12-28",355,2019,12,28,44.5,39.1,9,9.1,14,33,48.2,37,0,0,0,0,0,0,0
"2152","2019-12-25",264,2019,12,25,35.6,28.9,10,4.7,8,33,46.9,28,0,0,0,0,0,0,0
"2153","2020-01-13",476,2020,1,13,42.5,37,9.5,9.2,13,33,57,39.9,0.01,0,0,0,0,0,0
"2154","2019-10-29",639,2019,10,29,55.1,49.4,9.9,7.7,9.9,33,60.1,52,0,0,0,0,0,0,0
"2155","2019-10-07",575,2019,10,7,66.9,61.7,10,12.9,15.9,33,71.1,64.9,0,0,0,0,0,0,0
"2156","2019-12-08",455,2019,12,8,31.8,19.5,10,8.7,15,19,41,21.9,0,0,0,0,0,0,0
"2157","2019-10-24",613,2019,10,24,55.5,45.3,10,6.7,11.1,33,68,43,0.24,0,0,0,0,0,0
"2158","2019-10-20",500,2019,10,20,49.3,44.1,10,3.9,9.9,33,59,39,0,0,0,0,0,0,0
"2159","2019-10-17",608,2019,10,17,58.2,50,9.9,28,35,49.9,64,55.4,0.86,0,1,0,0,0,0
"2160","2019-10-13",441,2019,10,13,57.6,53.3,9.6,6,13,33,64.9,50,0.02,0,1,0,0,0,0
"2161","2019-10-09",383,2019,10,9,56.9,53.6,7.8,19.5,26,39,66.9,55,0.17,0,1,0,0,0,0
"2162","2015-04-08",457,2015,4,8,41.2,34.2,10,14.8,22,28,48,39,0.06,0,0,0,0,0,0
"2163","2015-03-07",578,2015,3,7,25,15.9,9.9,10.9,21,28.9,33.1,12,0,0,0,0,0,0,0
"2164","2015-03-09",661,2015,3,9,35.6,26.1,9.6,9.5,20,25.1,44.1,24.1,0,0,0,0,0,0,0
"2165","2015-03-20",570,2015,3,20,30.3,13.2,9,6.3,13,15.9,35.1,21.9,0,0,0,1,0,0,0
"2166","2015-02-22",519,2015,2,22,36,34,2.6,7.7,22,28,41,33.1,0.82,1,1,0,0,0,0
"2167","2015-01-30",622,2015,1,30,35.1,31.1,8.4,8.1,15,33,41,23,0,0,1,0,0,0,0
"2168","2015-01-29",519,2015,1,29,29.2,20.9,10,8.5,13,20,36,19,0,0,0,0,0,0,0
"2169","2015-01-10",481,2015,1,10,26.9,10,10,10.2,17.1,22,30,21.9,0,0,0,0,0,0,0
"2170","2014-12-27",406,2014,12,27,43.7,36.4,10,7.4,11.1,33,51.1,37.9,0,0,0,0,0,0,0
"2171","2014-12-16",645,2014,12,16,44,37,9.6,4.2,8,33,48,33.1,0,0,0,0,0,0,0
"2172","2014-12-17",555,2014,12,17,48.6,45.7,8,8.8,15,22.9,52,41,0.1,1,1,0,0,0,0
"2173","2014-11-22",512,2014,11,22,37.1,19.7,10,15.9,28,34,48,28,0,0,0,0,0,0,0
"2174","2014-11-07",641,2014,11,7,52.5,46.7,7.9,11.7,21,29.9,59,46,0.85,0,1,0,0,0,0
"2175","2014-11-06",652,2014,11,6,53.6,48.7,9.4,5.6,15,21,63,50,0.02,0,1,0,0,0,0
"2176","2019-06-27",734,2019,6,27,61.4,60.1,5.6,4.2,8.9,33,73.9,57,0.13,1,0,0,0,0,0
"2177","2019-06-30",569,2019,6,30,69.3,63.3,8.3,9.4,15,33,77,61,0,0,1,0,0,1,0
"2178","2019-05-19",547,2019,5,19,52,47.3,10,9.7,15.9,33,64.9,45,0,0,0,0,0,0,0
"2179","2019-06-11",682,2019,6,11,63.7,61.5,5.4,11.2,18.1,25.1,73.9,54,0.34,1,1,0,0,0,0
"2180","2019-05-06",630,2019,5,6,48.1,44.1,7.9,18.5,25.1,32.1,53.1,45,1.04,0,1,0,0,0,0
"2181","2019-05-13",613,2019,5,13,46.1,39.5,9.7,14.7,20,31.1,52,41,0.68,0,1,0,0,0,0
"2182","2019-04-15",657,2019,4,15,52,51.1,2.1,15.1,22.9,32.1,68,45,0.03,1,1,0,0,1,0
"2183","2019-04-26",500,2019,4,26,46.8,44.2,7,13.9,24.1,31.1,55,39.9,0,1,1,0,0,1,0
"2184","2019-04-13",599,2019,4,13,49.7,48,5.2,12.6,15,20,52,39,0,1,1,0,0,0,0
"2185","2019-04-27",526,2019,4,27,52.9,46.5,6.6,19.3,28,36.9,57,44.1,1.04,1,1,0,0,0,0
"2186","2019-05-01",599,2019,5,1,46.9,39.2,10,4.7,8.9,33,55,39.9,0,0,0,0,0,0,0
"2187","2019-03-17",419,2019,3,17,36.3,17.7,10,13.2,19,25.1,50,30.9,0,0,0,0,0,0,0
"2188","2019-02-08",661,2019,2,8,40.6,39.4,3,9.8,15.9,22.9,45,36,0.02,1,0,0,0,0,0
