collision_date,NUM_COLLISIONS,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5
2014-09-03,580,579,520,35,10,3
2014-09-07,477,477,424,28,8,5
2014-08-28,618,616,543,31,5,0
2014-08-15,522,518,469,32,8,2
2014-07-13,439,439,398,33,10,1
2014-06-15,475,473,415,40,13,5
2014-06-04,582,581,534,25,4,0
2014-06-06,743,743,665,47,10,3
2014-05-30,650,649,579,40,8,3
2014-05-14,638,634,557,36,5,2
2014-02-24,569,569,503,22,6,1
2014-04-01,549,549,473,16,3,1
2019-01-21,412,411,340,22,7,2
2019-01-27,445,445,374,36,8,1
2019-01-16,579,578,497,26,8,2
2018-12-08,652,650,549,48,12,2
2018-12-26,514,509,433,32,4,2
2018-11-15,1065,1062,858,74,11,2
2018-09-22,562,560,473,48,12,4
2018-09-16,597,596,500,45,5,2
2018-08-13,617,616,516,31,7,1
2014-03-18,551,550,366,21,4,0
2014-02-13,447,447,373,22,7,1
2014-02-18,518,517,458,24,6,1
2014-02-21,545,545,449,30,6,2
2014-01-25,475,474,415,27,6,3
2014-01-10,667,664,571,45,7,0
2013-12-12,648,648,575,29,9,1
2014-01-01,399,398,341,34,6,2
2013-11-11,456,455,409,38,11,4
2013-12-05,573,573,488,35,5,1
2013-08-25,459,459,404,32,4,0
2013-10-08,574,571,510,23,1,0
2018-07-30,580,577,488,42,11,1
2018-07-24,654,653,575,31,7,1
2018-06-17,627,626,542,63,12,5
2018-06-26,762,760,651,42,8,3
2018-05-23,729,726,642,53,12,5
2018-05-07,695,693,601,48,7,2
2018-05-04,723,720,634,41,6,1
2017-11-30,663,660,565,31,6,1
2018-03-31,589,587,517,54,13,3
2018-04-04,554,553,473,36,12,3
2018-04-18,662,659,594,39,12,3
2018-03-02,884,878,665,51,12,2
2018-03-07,517,514,395,20,6,0
2018-03-20,597,594,506,33,6,1
2018-02-17,604,602,480,29,7,1
2013-09-06,524,519,467,35,9,4
2013-08-24,527,527,477,38,12,3
2013-08-01,643,643,567,42,6,0
2013-07-28,485,485,421,39,12,1
2013-06-28,608,605,544,43,6,0
2013-06-22,599,599,547,50,10,1
2013-05-21,697,697,618,38,7,1
2013-05-28,686,684,623,33,9,1
2013-04-30,576,575,528,29,3,0
2013-04-16,564,564,512,40,10,3
2013-04-21,471,471,420,35,6,1
2013-03-23,488,488,435,31,8,1
2013-03-19,559,559,480,28,2,0
2013-04-01,479,479,424,29,7,3
2013-03-15,607,606,559,37,5,2
2013-03-06,475,474,406,18,7,3
2018-01-14,494,491,398,42,11,2
2017-12-17,547,545,449,49,10,6
2017-12-09,538,535,433,32,9,3
2017-12-03,448,447,371,26,4,0
2017-11-27,635,633,555,33,7,1
2017-10-17,736,733,622,40,5,2
2017-11-07,710,703,571,34,5,1
2017-09-15,827,823,703,51,9,3
2017-08-31,618,616,534,31,5,0
2017-08-05,573,572,485,39,8,5
2017-08-07,606,604,523,45,10,2
2017-08-11,655,651,574,36,9,0
2017-08-08,631,629,555,36,5,2
2017-07-05,706,705,611,52,11,3
2017-07-21,733,733,645,43,9,4
2013-02-16,449,449,407,31,7,3
2013-01-08,513,513,463,32,8,1
2013-02-09,403,403,349,29,7,3
2013-01-09,487,487,430,27,10,1
2012-12-02,455,455,395,40,11,3
2012-11-09,688,688,604,27,8,1
2012-09-18,556,556,427,34,10,3
2012-11-07,718,718,607,36,4,0
2012-08-21,482,482,444,34,6,3
2017-07-17,639,638,550,43,6,3
2017-06-23,793,791,710,41,12,3
2017-05-21,618,617,533,53,10,6
2017-04-13,590,589,511,33,8,3
2017-04-18,516,515,455,28,4,1
2017-01-26,563,561,475,36,7,3
2017-01-17,657,655,540,35,6,1
2012-07-29,376,376,339,27,9,2
2022-08-28,281,280,221,29,6,1
2022-10-11,274,274,206,16,6,2
2022-10-20,287,286,230,19,5,2
2017-01-02,449,447,356,28,5,3
2017-01-22,411,409,332,33,13,3
2016-12-29,542,539,462,38,4,0
2017-01-04,590,589,489,43,8,1
2016-12-16,792,792,689,60,11,6
2016-12-22,700,698,602,40,12,3
2016-11-15,741,738,618,49,10,2
2016-11-28,647,644,567,40,6,1
2016-11-29,752,746,602,40,3,0
2016-11-18,776,775,682,64,13,2
2016-11-04,777,777,673,50,7,2
2016-11-03,689,687,594,32,4,3
2016-09-30,872,867,742,44,9,2
2021-09-12,321,318,246,43,14,7
2021-04-23,357,357,277,26,8,2
2022-03-28,299,297,227,31,8,5
2021-05-06,339,337,267,31,10,1
2021-05-08,305,302,238,38,11,5
2021-05-11,326,326,250,35,11,2
2021-05-18,374,372,299,45,18,6
2021-09-27,325,321,253,27,8,1
2021-05-20,385,384,307,37,6,2
2021-05-19,347,345,270,27,8,2
2021-12-22,278,275,207,27,2,1
2021-10-04,290,287,202,16,5,0
2021-06-12,327,327,273,51,12,4
2022-01-06,232,230,185,23,2,2
2021-07-02,333,333,246,24,4,1
2022-09-27,224,223,177,19,2,1
2021-07-06,326,323,236,25,12,1
2021-07-09,346,343,248,17,5,0
2021-08-05,304,303,242,36,9,2
2021-08-07,334,333,256,41,16,7
2021-08-18,334,331,250,22,4,0
2022-01-29,276,275,187,17,8,3
2021-09-10,352,352,283,27,9,5
2022-02-05,294,290,239,38,10,3
2022-04-21,237,236,178,26,4,1
2021-11-30,282,282,222,24,10,5
2021-12-04,278,276,210,28,6,1
2022-07-16,276,274,205,24,8,0
2016-09-08,717,715,646,45,9,2
2016-08-13,614,612,524,50,11,2
2016-04-20,697,695,600,50,7,3
2016-05-01,484,483,408,40,8,2
2016-05-07,571,569,487,26,9,3
2016-04-16,679,678,574,44,14,4
2016-01-17,451,450,374,41,8,4
2015-11-01,312,309,255,35,10,3
2022-05-18,336,334,266,28,8,0
2022-05-23,333,332,266,27,7,1
2022-07-29,309,307,232,36,15,1
2022-08-02,291,288,223,21,6,2
2022-08-10,260,257,206,26,3,0
2020-12-17,232,230,157,14,2,1
2021-03-09,299,297,237,33,13,2
2021-01-06,220,219,167,22,4,0
2020-12-07,281,280,203,23,6,2
2020-11-30,301,299,209,31,3,2
2020-11-12,327,323,230,26,11,2
2020-10-15,311,311,250,33,10,2
2020-09-30,347,346,272,40,10,1
2020-09-29,317,315,258,34,7,1
2020-09-27,315,312,237,47,17,7
2020-07-02,340,339,272,36,7,2
2020-07-08,267,267,207,25,9,1
2015-09-23,501,499,440,45,6,0
2015-08-06,630,625,527,39,4,3
2015-06-27,595,594,539,41,8,2
2015-06-03,658,655,572,43,9,4
2015-04-23,612,609,546,51,13,3
2015-04-30,640,636,561,45,8,5
2015-05-10,549,548,495,52,11,0
2020-05-03,167,166,118,18,2,0
2020-02-20,448,447,390,32,8,4
2020-03-04,540,538,458,39,6,1
2020-01-22,489,489,411,33,9,1
2020-01-24,524,522,442,38,10,3
2019-12-26,414,409,334,22,4,2
2019-11-22,633,632,527,43,11,4
2019-11-04,623,623,523,42,15,3
2019-10-19,586,584,503,42,10,5
2019-11-01,782,778,635,42,5,0
2019-09-24,628,625,531,37,10,1
2019-10-10,615,613,534,33,7,2
2019-10-11,606,605,524,36,13,2
2019-08-23,569,569,479,39,6,2
2019-08-27,529,528,443,34,5,0
2019-09-08,462,459,383,40,10,4
2015-04-15,595,591,506,29,5,2
2015-04-07,452,452,397,29,13,3
2015-04-04,507,505,436,37,5,0
2015-03-15,459,458,401,28,5,1
2015-02-15,454,454,383,28,5,2
2015-02-13,757,755,661,35,6,1
2014-12-23,732,732,631,49,7,0
2014-12-21,409,409,364,25,4,1
2014-11-11,493,493,436,35,5,2
2014-10-11,546,543,487,31,10,2
2019-09-09,603,601,520,32,6,1
2019-08-04,499,498,407,49,18,12
2019-08-14,537,534,454,39,5,2
2019-07-14,497,496,425,49,9,4
2019-07-11,658,655,566,34,9,0
2019-07-20,586,584,495,70,11,5
2019-07-17,630,630,546,45,5,0
2019-05-26,510,509,429,42,13,1
2019-06-03,659,658,579,43,5,1
2019-06-15,620,620,517,48,7,2
2019-06-18,721,718,619,47,9,3
2019-05-11,637,635,523,43,12,4
2019-04-03,613,611,524,52,10,2
2019-04-23,592,590,508,42,5,2
2019-03-23,530,529,452,39,6,4
2019-03-21,624,621,515,35,4,1
2019-02-17,439,439,368,36,10,5
2019-02-12,687,686,539,45,9,1
2019-02-04,651,645,547,39,6,3
2014-09-29,566,565,502,29,6,1
2014-08-19,516,512,466,36,6,1
2014-08-23,454,452,402,41,6,0
2014-08-01,667,664,594,42,10,3
2014-07-14,567,565,486,29,6,1
2014-06-24,632,631,569,34,9,3
2014-06-26,670,670,589,43,10,3
2019-01-18,596,591,501,36,4,0
2019-01-04,598,596,507,35,9,2
2019-01-05,455,451,352,25,5,1
2018-12-09,465,462,379,32,9,2
2018-12-21,782,777,625,44,4,2
2018-12-01,601,600,495,36,9,1
2018-11-08,631,628,543,38,3,2
2018-09-04,786,781,670,42,3,1
2018-09-21,715,715,631,46,8,2
2018-09-06,822,822,710,54,12,4
2018-08-16,647,645,561,35,4,0
2018-08-23,610,607,531,45,12,2
2014-03-16,412,412,219,16,3,0
2013-12-25,257,257,226,30,8,3
2013-12-27,476,475,415,26,5,2
2013-11-24,494,494,422,36,6,4
2013-11-26,867,867,730,52,10,2
2013-10-23,558,558,504,42,9,2
2013-10-16,548,545,488,29,8,2
2018-07-08,545,543,456,41,8,2
2018-07-03,678,677,589,39,12,2
2018-06-10,533,532,443,41,10,4
2018-06-08,757,756,665,44,7,1
2018-04-28,604,604,516,48,11,4
2018-05-02,792,789,662,34,6,2
2018-04-25,626,625,543,37,7,0
2018-04-12,610,609,531,28,4,1
2018-03-27,627,625,558,25,5,2
2018-03-05,616,616,529,29,4,2
2018-03-14,652,648,570,28,7,4
2018-02-12,543,543,455,36,8,1
2018-01-28,412,411,349,41,10,3
2013-08-12,519,517,458,31,5,1
2013-08-18,442,441,405,39,7,3
2013-08-21,562,562,504,33,4,0
2013-07-15,581,580,507,36,7,3
2013-06-26,621,621,556,31,5,1
2013-05-27,420,420,389,39,7,2
2013-05-09,602,601,534,39,11,4
2013-03-20,540,540,482,35,15,4
2018-01-08,720,719,602,40,8,5
2017-12-28,609,606,527,28,3,0
2017-12-15,999,997,873,72,12,4
2017-11-10,724,720,616,38,11,4
2017-12-01,772,771,652,48,7,2
2017-11-17,814,813,701,53,10,0
2017-10-25,648,646,565,32,8,2
2017-10-08,521,521,452,47,10,4
2017-09-21,535,535,465,30,9,1
2017-09-18,672,669,586,31,9,3
2017-09-10,533,532,455,46,13,4
2017-07-30,606,605,531,57,9,0
2017-07-11,638,638,555,42,4,1
2013-03-12,547,547,468,33,8,2
2013-02-05,566,566,488,25,7,2
2013-01-14,542,542,477,35,4,0
2012-12-21,751,751,638,63,17,6
2012-12-06,620,620,568,42,12,2
2012-11-03,307,307,277,14,1,0
2012-08-18,540,540,482,32,5,0
2012-08-15,602,602,549,48,8,1
2012-07-22,498,498,442,43,7,1
2017-07-19,747,746,665,38,6,2
2017-07-04,424,422,357,33,5,3
2017-07-03,617,615,529,45,7,1
2017-05-11,686,683,593,43,7,0
2017-06-17,654,652,571,50,16,3
2017-06-21,744,744,656,38,8,3
2017-06-12,804,803,705,48,11,3
2017-06-06,660,660,593,42,6,2
2017-04-29,661,657,558,49,15,4
2017-04-23,517,514,442,34,11,4
2017-04-20,632,632,550,36,12,3
2017-04-19,580,580,506,38,8,5
2017-04-01,591,591,518,38,7,0
2017-03-27,629,625,535,30,7,2
2017-03-24,654,654,553,31,9,2
2017-03-21,636,636,547,30,2,1
2017-03-08,609,609,522,38,7,1
2017-03-03,745,745,644,35,8,3
2017-02-20,428,428,367,25,5,0
2017-02-18,570,569,493,43,10,3
2016-12-21,676,676,601,41,8,3
2017-01-10,597,595,505,40,6,1
2012-07-18,559,559,505,36,5,1
2012-07-04,432,432,380,35,16,3
2022-09-14,306,304,237,22,5,2
2022-09-20,284,281,219,27,4,0
2021-11-23,340,340,266,27,6,3
2022-09-24,286,286,219,32,7,3
2022-10-04,265,264,190,22,5,1
2022-10-30,236,236,180,39,16,4
2017-01-13,604,602,518,39,5,0
2016-12-18,521,519,440,44,13,5
2016-12-20,719,718,615,46,5,2
2016-11-12,603,601,524,40,10,1
2016-11-06,532,531,461,41,10,3
2021-04-14,295,295,237,31,11,1
2021-07-07,324,322,260,31,5,1
2021-09-11,333,332,265,46,14,4
2021-09-16,269,269,207,23,8,2
2021-05-16,337,334,265,47,17,6
2021-09-28,296,292,224,24,10,4
2022-06-30,321,321,256,20,4,0
2021-09-30,344,343,279,27,4,1
2021-10-05,318,313,240,26,7,4
2021-09-20,317,316,256,22,6,1
2022-01-01,283,280,193,40,15,3
2021-06-20,323,323,271,38,12,1
2021-06-25,381,380,294,46,11,3
2022-04-02,276,275,213,42,11,4
2022-04-06,253,246,182,22,8,4
2021-06-28,379,378,308,36,14,4
2021-07-14,331,329,256,34,8,3
2021-07-18,310,308,237,29,4,2
2021-07-19,328,328,255,28,8,2
2022-04-12,312,310,260,22,6,2
2022-07-07,284,279,219,23,8,4
2021-08-12,324,324,265,37,8,1
2021-08-24,332,331,266,31,7,1
2021-09-02,365,363,274,43,12,3
2022-02-18,279,279,208,14,4,1
2022-03-01,247,247,191,23,5,1
2022-03-04,327,323,251,33,11,5
2022-05-01,278,274,227,39,13,5
2022-03-12,253,252,186,24,8,2
2022-02-27,243,240,189,42,10,3
2022-05-06,364,361,284,39,6,1
2022-05-08,260,260,215,34,17,6
2022-05-15,306,305,252,33,8,5
2016-10-19,676,672,584,40,6,0
2016-09-24,612,611,525,56,7,1
2016-09-28,637,636,560,36,9,5
2016-09-03,498,498,405,33,11,1
2016-09-01,675,672,600,52,13,3
2016-08-05,700,698,612,46,9,2
2016-08-09,650,644,572,53,12,4
2016-06-06,758,755,663,48,15,3
2016-06-01,772,771,692,48,15,4
2016-05-04,653,651,569,31,8,3
2016-03-01,662,656,582,29,3,0
2016-01-11,680,679,588,35,6,2
2015-11-18,628,625,552,29,5,0
2022-05-17,314,313,253,23,7,3
2022-07-22,332,329,256,27,11,4
2022-05-26,309,308,251,20,3,1
2022-05-31,353,351,273,24,6,2
2022-06-24,353,348,278,32,10,3
2020-10-25,281,281,224,43,13,6
2021-03-14,244,243,189,31,9,4
2021-04-10,294,293,224,40,6,4
2021-03-21,261,261,216,37,15,4
2021-01-05,228,227,168,17,6,2
2020-10-26,314,312,235,36,14,5
2020-11-06,365,365,273,30,7,1
2020-11-21,314,312,248,38,6,2
2020-11-03,285,284,209,24,8,3
2020-08-29,291,289,216,44,12,1
2020-06-22,295,293,236,31,10,4
2020-05-22,264,263,202,40,18,9
2020-04-16,138,138,109,13,2,1
2020-04-23,108,108,79,8,2,1
2015-10-14,658,658,591,41,8,3
2015-10-04,536,534,469,45,10,3
2015-08-22,581,580,503,42,15,6
2015-08-17,592,588,516,32,12,0
2015-07-15,611,608,535,30,8,2
2020-04-27,131,130,88,18,6,1
2020-02-19,477,471,396,31,11,1
2020-02-27,581,577,477,36,9,1
2020-02-08,466,465,379,44,8,3
2020-01-30,525,523,427,31,10,3
2020-01-16,547,547,445,36,8,2
2019-12-03,620,619,517,35,8,3
2019-11-03,479,477,395,35,8,1
2019-11-07,669,664,557,39,12,1
2019-09-25,604,604,517,35,9,1
2019-10-16,658,656,529,42,7,1
2015-03-23,586,584,508,28,9,3
2015-02-20,621,619,550,43,7,4
2015-02-14,436,435,388,33,7,2
2015-01-03,456,454,365,30,5,2
2014-12-09,645,641,524,39,10,2
2019-07-29,649,647,544,40,7,3
2019-07-07,441,439,375,31,7,1
2019-06-21,771,771,654,58,18,8
2019-05-30,625,624,523,52,12,5
2019-05-18,649,647,553,53,16,6
2019-04-25,518,517,439,30,5,0
2019-04-28,395,394,332,31,4,2
2019-03-09,523,520,443,39,7,2
2019-03-13,562,561,475,36,4,0
2019-03-19,565,564,485,27,8,1
2019-03-30,516,512,439,48,15,5
2014-10-15,575,575,498,32,4,1
2014-09-20,594,591,526,25,5,0
2014-09-05,647,644,581,41,7,3
2014-07-06,451,451,402,39,11,5
2014-05-09,584,582,524,40,7,0
2014-05-28,538,534,478,26,2,0
2014-05-16,700,699,613,54,10,3
2014-03-24,547,547,455,23,6,0
2019-01-20,411,410,319,30,4,3
2019-01-26,533,532,440,38,8,4
2018-11-29,646,643,553,34,5,2
2018-12-27,582,581,495,43,11,2
2018-11-21,732,732,633,45,14,2
2018-11-27,609,606,516,45,9,3
2018-11-02,746,745,652,44,7,2
2018-10-30,721,718,610,37,5,1
2018-11-05,759,758,621,46,13,2
2018-11-07,696,695,592,51,9,2
2018-09-27,672,672,592,41,6,0
2018-10-05,796,796,696,46,11,3
2014-03-17,519,517,262,19,3,1
2014-03-23,427,427,357,27,6,1
2013-12-30,476,475,410,26,8,3
2018-07-31,709,709,610,30,4,2
2018-07-07,526,525,452,43,10,2
2018-07-23,614,614,521,41,9,3
2018-06-19,812,810,698,47,10,4
2018-07-01,563,560,489,41,9,3
2018-05-20,578,578,497,44,11,1
2018-05-10,663,659,586,35,4,1
2018-04-20,707,704,620,40,10,3
2018-03-09,751,749,658,40,10,1
2018-03-16,753,752,654,47,7,0
2018-02-16,582,581,488,33,11,3
2013-09-08,500,499,450,36,6,4
2013-06-12,615,614,550,46,8,0
2013-06-25,648,644,579,53,14,2
2013-04-18,553,551,502,38,6,0
2018-01-15,523,522,437,28,4,2
2018-01-07,475,474,389,35,6,0
2018-01-18,634,631,532,24,4,2
2018-01-01,453,452,367,49,11,4
2017-12-06,651,651,543,32,10,3
2017-12-04,684,682,573,33,10,4
2017-10-27,759,758,661,49,12,6
2017-11-02,746,744,628,42,4,1
2017-10-29,613,608,468,42,12,2
2017-10-26,658,655,577,27,3,1
2017-09-28,740,733,643,43,7,3
2017-08-03,713,711,628,49,10,3
2017-09-03,518,516,425,44,12,5
2017-08-24,631,630,553,35,4,2
2017-08-04,758,756,667,41,7,2
2013-02-28,517,516,470,31,6,1
2013-02-19,477,476,395,24,7,2
2013-01-25,674,672,595,40,8,2
2012-12-30,411,411,342,31,9,1
2012-12-15,523,523,464,37,5,2
2013-01-04,505,505,458,28,5,1
2012-12-03,621,621,562,33,2,1
2012-12-08,580,580,495,43,8,2
2012-09-24,562,562,508,30,5,1
2012-08-22,504,504,464,36,8,1
2017-07-13,759,758,684,42,6,1
2017-07-06,611,610,543,42,9,2
2017-06-07,675,673,599,38,9,5
2017-05-04,701,699,620,38,12,4
2017-04-30,470,468,400,44,12,4
2017-05-14,633,631,532,50,11,3
2017-05-01,639,637,551,26,6,3
2017-04-28,857,855,759,39,9,4
2017-03-18,504,500,419,33,6,1
2017-03-14,374,374,257,18,4,3
2017-03-06,618,617,531,35,5,2
2017-03-13,792,788,690,59,12,6
2017-01-29,428,427,362,34,12,4
2017-02-11,511,509,417,28,6,2
2017-02-01,574,573,498,26,4,0
2016-12-12,665,662,564,31,7,2
2012-08-04,568,568,509,34,7,0
2012-07-20,604,604,562,50,9,4
2022-09-17,257,253,203,42,12,3
2022-08-29,258,256,204,31,6,1
2022-10-24,274,266,179,16,1,0
2022-10-29,251,249,187,37,8,1
2017-01-12,646,644,543,39,6,1
2016-12-28,546,545,483,35,13,2
2017-01-06,600,600,498,41,10,3
2016-12-24,554,551,463,58,17,8
2016-11-23,807,806,682,38,11,1
2016-10-28,798,795,679,50,8,1
2021-04-16,298,297,240,32,10,4
2021-05-03,316,316,255,35,9,2
2021-05-07,319,319,254,40,9,2
2021-04-22,252,250,199,22,5,2
2021-06-02,339,337,279,35,12,7
2021-06-05,365,365,294,37,13,5
2022-07-02,276,275,214,24,4,1
2021-10-25,330,330,264,20,4,1
2021-07-29,319,319,236,21,7,3
2022-07-08,294,292,228,21,6,3
2021-08-08,314,312,235,41,11,5
2022-04-15,292,291,235,36,11,3
2021-08-25,336,336,264,23,5,1
2021-11-09,327,324,245,24,4,0
2022-02-21,192,191,141,16,5,2
2022-03-24,266,264,195,21,5,0
2016-10-15,641,640,536,45,8,3
2016-09-21,621,620,523,38,8,1
2016-09-27,659,659,566,36,9,4
2016-09-07,648,646,568,47,9,1
2016-09-05,419,417,354,40,11,3
2016-07-03,448,446,363,41,12,1
2016-03-26,530,527,449,43,7,3
2016-03-27,459,455,389,39,5,1
2016-01-21,666,660,587,39,7,1
2016-01-14,597,596,506,44,9,2
2022-06-03,319,317,250,30,7,1
2022-06-01,312,311,248,23,6,1
2022-06-06,310,307,235,28,9,0
2022-08-12,350,350,283,34,10,2
2022-08-14,303,302,236,38,10,2
2022-08-19,285,285,238,31,11,3
2022-08-30,282,280,224,28,10,2
2021-02-19,201,199,134,16,7,1
2021-03-23,283,282,231,29,1,1
2020-12-09,280,279,224,36,14,5
2020-12-24,315,310,223,32,13,2
2020-12-15,315,313,231,30,8,2
2020-11-10,343,341,260,36,15,7
2020-10-28,309,306,229,24,5,2
2020-11-27,279,278,219,27,11,4
2020-06-07,206,206,152,22,13,4
2020-09-19,330,330,251,40,10,3
2020-08-05,345,342,264,33,8,1
2020-07-07,243,242,190,21,6,2
2020-07-30,300,298,237,32,11,0
2020-07-25,291,288,215,43,13,4
2020-06-19,306,306,231,29,9,2
2020-06-02,197,197,158,24,9,2
2015-06-17,706,702,630,40,4,2
2015-06-07,559,557,496,37,10,4
2015-05-18,566,563,495,46,7,0
2020-06-14,228,227,177,32,10,2
2020-03-21,238,237,195,31,7,2
2020-02-02,391,391,311,33,9,0
2019-12-20,698,696,587,48,7,3
2019-12-18,701,700,590,54,10,2
2020-01-15,508,506,427,31,4,2
2020-01-02,413,412,329,25,8,3
2019-11-11,481,480,402,39,9,4
2019-11-13,599,597,519,33,7,4
2019-11-23,528,525,451,40,7,0
2019-09-13,687,682,585,53,10,0
2019-09-11,624,624,543,32,6,2
2019-09-12,689,686,575,40,10,5
2022-08-31,290,290,230,24,7,1
2015-03-13,609,608,536,39,8,2
2015-03-02,650,649,559,35,4,3
2015-02-21,517,517,467,25,6,2
2014-12-04,606,605,538,40,5,3
2019-08-15,560,557,482,34,5,0
2019-08-07,608,607,519,31,9,6
2019-07-18,620,618,525,41,7,2
2019-05-21,745,743,639,49,11,2
2019-05-27,442,440,376,48,11,1
2019-04-05,701,700,604,44,10,3
2019-02-03,490,488,396,39,8,1
2019-01-19,479,478,380,31,8,1
2018-11-04,502,500,409,38,9,2
2018-09-12,783,781,683,41,9,2
2018-08-06,632,631,533,33,7,2
2018-08-05,573,572,485,44,7,2
2014-02-25,513,511,448,30,5,2
2013-12-17,703,701,635,62,12,3
2013-10-31,615,614,527,55,10,0
2013-10-22,540,540,474,33,9,0
2018-07-29,463,463,390,38,12,7
2018-07-27,753,752,652,48,9,2
2018-06-16,677,674,589,35,10,3
2018-07-02,719,714,625,44,9,0
2018-05-22,689,687,599,43,6,1
2018-05-12,602,600,532,51,12,3
2018-04-15,510,509,416,50,8,1
2013-08-17,504,504,451,40,12,2
2013-07-27,516,516,467,43,9,3
2013-07-04,438,438,388,43,5,1
2018-01-12,704,701,573,29,7,0
2017-12-30,565,564,478,40,8,0
2017-11-29,701,697,605,41,10,5
2017-11-03,776,774,666,49,10,3
2017-10-28,615,615,525,35,6,1
2017-10-30,832,826,655,40,10,2
2017-10-19,766,765,640,55,6,0
2017-11-08,662,657,560,38,10,2
2017-10-31,696,696,593,37,7,3
2017-09-30,550,549,474,43,6,2
2017-08-12,526,521,443,37,10,3
2017-08-02,618,617,529,35,7,5
2013-01-26,558,558,474,50,9,2
2013-01-10,555,555,478,34,5,1
2012-11-24,458,458,418,32,5,1
2012-10-09,570,570,513,38,3,0
2012-11-02,345,345,305,14,2,0
2017-07-10,667,666,570,33,6,1
2017-05-10,668,667,568,45,14,6
2017-05-03,714,710,619,48,11,3
2017-06-26,669,666,574,30,5,0
2017-05-19,974,972,849,51,9,1
2012-07-06,638,638,590,46,8,4
2022-09-10,265,262,214,23,8,2
2022-10-13,297,296,215,21,4,2
2022-10-16,238,237,184,32,11,4
2022-10-17,251,250,198,20,4,2
2016-12-31,465,462,377,42,11,2
2016-12-11,522,520,435,45,10,5
2016-11-25,455,453,371,36,8,3
2016-11-30,730,728,594,37,9,5
2016-11-17,707,707,624,27,9,0
2021-05-01,318,317,246,34,10,2
2021-10-02,349,348,292,51,16,8
2022-02-20,245,245,191,33,11,2
2021-06-08,355,353,278,34,10,3
2021-06-27,332,331,265,44,13,7
2021-07-10,293,293,231,35,8,4
2021-10-26,323,322,227,30,5,0
2022-04-11,283,281,217,27,5,0
2021-08-28,303,303,226,36,14,7
2022-04-14,331,330,266,27,5,2
2021-09-03,352,350,262,29,8,2
2021-11-10,346,344,280,29,7,3
2021-12-01,266,265,201,13,5,2
2021-12-06,345,342,247,33,7,2
2021-12-10,301,298,231,19,5,2
2022-03-06,237,235,177,20,6,1
2022-05-07,293,290,216,27,6,3
2022-05-11,300,299,227,19,7,1
2016-10-26,706,705,617,48,7,1
2016-09-14,779,776,681,52,9,1
2016-08-16,644,641,533,40,11,5
2016-08-12,729,726,628,48,9,1
2016-08-03,687,687,576,34,7,3
2015-12-20,500,499,454,37,10,7
2022-07-27,286,281,232,28,5,2
2022-07-09,259,259,195,26,8,3
2022-06-10,366,362,304,33,4,2
2022-06-13,319,317,252,33,5,1
2022-06-21,317,317,240,33,12,7
2021-02-28,212,209,150,28,8,5
2021-03-06,251,249,191,33,7,3
2021-02-24,267,265,206,22,7,2
2021-03-05,306,304,234,24,9,4
2021-02-13,210,210,166,27,11,4
2021-02-27,223,222,161,27,9,1
2021-04-05,268,267,213,31,12,4
2021-01-20,253,253,191,29,13,4
2021-02-06,275,273,196,16,3,1
2020-11-28,239,239,186,27,5,2
2020-10-01,332,328,257,32,11,6
2020-07-06,257,256,202,33,13,3
2020-07-15,268,267,207,29,6,1
2020-07-16,322,322,245,34,10,6
2020-06-27,273,273,213,31,6,2
2020-04-20,140,139,106,16,8,3
2020-04-22,148,148,114,16,4,3
2020-06-23,291,290,223,30,11,4
2015-07-28,643,642,579,37,7,4
2015-07-01,683,681,603,33,4,1
2020-04-08,125,125,93,19,6,2
2020-03-23,225,223,173,13,3,1
2020-03-20,306,305,235,17,8,1
2020-02-04,464,460,395,25,5,1
2020-02-05,432,430,370,21,4,2
2019-11-14,545,544,456,26,7,3
2019-10-28,607,605,511,37,6,3
2019-08-18,481,477,399,46,4,0
2019-08-24,514,512,425,41,9,3
2015-01-27,188,188,159,8,1,0
2015-01-04,381,381,307,39,8,2
2014-12-24,519,518,449,29,6,1
2019-07-30,638,638,557,30,6,1
2019-08-01,618,615,524,29,7,0
2019-08-13,469,468,397,24,2,1
2019-07-02,591,587,488,30,8,2
2019-04-21,398,397,322,38,14,4
2019-03-27,562,560,478,32,11,3
2019-03-12,586,582,509,33,4,0
2019-03-18,575,572,491,35,9,3
2019-03-06,589,589,498,29,5,0
2019-02-22,546,544,466,31,6,1
2014-09-08,598,598,548,39,6,0
2014-08-02,540,540,474,43,17,2
2019-01-15,618,618,526,31,8,1
2018-12-28,681,674,535,34,10,5
2018-12-19,749,747,636,51,9,2
2018-12-15,628,625,519,38,7,3
2018-12-29,499,498,414,38,5,2
2018-10-01,583,580,496,35,7,1
2018-09-10,650,650,541,47,15,6
2018-08-22,599,599,519,45,10,3
2018-06-13,706,703,627,40,7,2
2018-06-20,698,697,615,38,6,1
2018-06-12,720,719,610,33,6,0
2018-06-11,686,680,598,47,14,4
2018-05-24,770,766,651,40,8,0
2018-05-03,790,789,692,48,4,1
2018-04-30,656,656,567,46,8,1
2018-04-29,505,503,419,37,6,1
2018-02-08,616,614,520,32,9,0
2018-01-03,645,644,568,41,9,2
2013-06-01,631,631,574,43,6,1
2013-03-07,535,534,458,36,4,2
2013-04-09,613,613,554,52,9,1
2013-04-05,582,582,528,30,9,4
2013-03-04,597,597,537,46,14,3
2018-01-20,530,529,448,44,13,6
