"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","date","year","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun"
"2144",689,50.5,6.4,5.5,0,1,0,0,0,0,"2018-05-14",2018,1,96,542,39,7,4,"2",0,1,0,0,0,0,0
"2146",686,55.3,9.3,8.5,0.02,0,1,0,0,0,"2018-05-16",2018,1,84,565,29,6,1,"4",0,0,0,1,0,0,0
"2149",583,49.6,6,9.8,0,1,1,0,0,0,"2018-05-19",2018,3,81,467,28,3,1,"7",0,0,0,0,0,0,1
"2151",626,60.9,9.5,8.7,0.03,0,1,0,0,0,"2018-05-21",2018,2,99,487,31,4,3,"2",0,1,0,0,0,0,0
"2152",689,54.6,10,7,0,0,1,0,0,0,"2018-05-22",2018,2,88,556,37,5,1,"3",0,0,1,0,0,0,0
"2155",799,56.5,8,13.6,0,1,0,0,0,0,"2018-05-25",2018,4,99,639,47,7,3,"6",0,0,0,0,0,1,0
"2156",601,58.8,7.1,13.8,0,1,0,0,0,0,"2018-05-26",2018,1,91,461,41,5,2,"7",0,0,0,0,0,0,1
"2157",487,53.7,6,12.6,0,0,1,0,0,0,"2018-05-27",2018,0,76,365,28,12,6,"1",1,0,0,0,0,0,0
"2158",409,53.4,5.8,11.6,0.08,0,1,0,0,0,"2018-05-28",2018,2,75,302,23,6,1,"2",0,1,0,0,0,0,0
"2159",809,57.7,6,8.5,0.01,1,0,0,0,0,"2018-05-29",2018,5,95,661,29,15,4,"3",0,0,1,0,0,0,0
"2160",708,59.2,6.4,7.5,0,1,0,0,0,0,"2018-05-30",2018,2,111,561,32,1,1,"4",0,0,0,1,0,0,0
"2161",698,55.1,3.7,6.5,0,1,0,0,0,0,"2018-05-31",2018,0,102,556,31,6,3,"5",0,0,0,0,1,0,0
"2163",622,63.1,4.4,7.9,0,1,0,0,0,0,"2018-06-02",2018,2,73,503,39,2,3,"7",0,0,0,0,0,0,1
"2164",525,52.8,10,11.8,0,0,0,0,0,0,"2018-06-03",2018,1,76,409,28,7,4,"1",1,0,0,0,0,0,0
"2167",651,54.8,9.7,9.6,0,0,0,0,0,0,"2018-06-06",2018,3,74,531,31,10,2,"4",0,0,0,1,0,0,0
"2168",693,51.5,10,6.5,0,0,0,0,0,0,"2018-06-07",2018,3,79,567,40,2,2,"5",0,0,0,0,1,0,0
"2169",757,54.8,7.9,8,0,1,0,0,0,0,"2018-06-08",2018,1,91,621,37,6,1,"6",0,0,0,0,0,1,0
"2170",706,62.9,9.8,5.7,0.06,0,1,0,0,0,"2018-06-09",2018,0,91,566,41,6,2,"7",0,0,0,0,0,0,1
"2171",533,61.5,9.4,6.8,0,1,0,0,0,0,"2018-06-10",2018,1,89,402,31,6,4,"1",1,0,0,0,0,0,0
"2172",686,56.2,10,8.8,0,0,0,0,0,0,"2018-06-11",2018,6,82,551,33,10,4,"2",0,1,0,0,0,0,0
"2173",720,55.3,10,9.6,0,0,0,0,0,0,"2018-06-12",2018,1,109,577,27,6,0,"3",0,0,1,0,0,0,0
"2174",706,59.4,7.9,11.5,0,1,1,0,0,0,"2018-06-13",2018,3,76,587,33,5,2,"4",0,0,0,1,0,0,0
"2176",728,59,9.3,6.2,0,0,1,0,0,0,"2018-06-15",2018,1,102,571,39,12,3,"6",0,0,0,0,0,1,0
"2177",677,62.8,9.3,8.2,0.01,0,0,0,0,0,"2018-06-16",2018,3,85,554,25,7,3,"7",0,0,0,0,0,0,1
"2178",627,66.7,10,6,0,0,0,0,0,0,"2018-06-17",2018,1,84,479,51,7,5,"1",1,0,0,0,0,0,0
"2179",808,62.9,9.1,9.6,0,1,0,0,0,0,"2018-06-18",2018,3,123,629,40,9,4,"2",0,1,0,0,0,0,0
"2180",812,67.7,6.3,11.6,0.03,1,1,0,0,0,"2018-06-19",2018,2,112,651,37,6,4,"3",0,0,1,0,0,0,0
"2181",698,62.8,7.9,5.2,0,1,0,0,0,0,"2018-06-20",2018,1,82,577,32,5,1,"4",0,0,0,1,0,0,0
"2182",815,63.4,8.1,6.4,0.09,1,1,0,0,0,"2018-06-21",2018,4,114,643,39,12,3,"5",0,0,0,0,1,0,0
"2187",762,60.7,10,7.7,0.02,0,0,0,0,0,"2018-06-26",2018,2,109,609,34,5,3,"3",0,0,1,0,0,0,0
"2188",540,62.7,10,9.3,0,0,0,0,0,0,"2018-06-27",2018,3,87,421,18,6,5,"4",0,0,0,1,0,0,0
"2191",651,71.1,10,5.9,0,0,0,0,0,0,"2018-06-30",2018,1,90,510,36,11,3,"7",0,0,0,0,0,0,1
"2192",563,70.8,8.8,5.9,0,0,0,0,0,0,"2018-07-01",2018,3,71,448,32,6,3,"1",1,0,0,0,0,0,0
"2193",719,68.4,8.7,4.7,0,0,0,0,0,0,"2018-07-02",2018,5,89,581,35,9,0,"2",0,1,0,0,0,0,0
"2195",406,71.7,4.8,6.8,0,1,0,0,0,0,"2018-07-04",2018,0,59,316,24,3,4,"4",0,0,0,1,0,0,0
"2197",654,70.6,4.8,11.5,0,1,1,0,0,0,"2018-07-06",2018,2,106,505,31,7,3,"6",0,0,0,0,0,1,0
"2198",526,67.3,9.9,12.8,0.01,0,0,0,0,0,"2018-07-07",2018,1,73,409,33,8,2,"7",0,0,0,0,0,0,1
"2199",545,61.7,10,3.8,0,0,0,0,0,0,"2018-07-08",2018,2,87,415,33,6,2,"1",1,0,0,0,0,0,0
"2200",672,60.9,10,6.7,0,0,0,0,0,0,"2018-07-09",2018,2,85,541,34,10,0,"2",0,1,0,0,0,0,0
"2201",727,67.2,9.9,10.4,0,0,0,0,0,0,"2018-07-10",2018,2,82,585,52,6,0,"3",0,0,1,0,0,0,0
"2202",627,68.3,9.3,8.9,0,0,1,0,0,0,"2018-07-11",2018,0,87,498,34,5,3,"4",0,0,0,1,0,0,0
"2203",642,68.2,10,6.8,0,0,0,0,0,0,"2018-07-12",2018,2,70,520,40,6,4,"5",0,0,0,0,1,0,0
"2204",726,64.8,10,5,0,0,0,0,0,0,"2018-07-13",2018,2,96,588,37,3,0,"6",0,0,0,0,0,1,0
"2205",577,64.9,10,4.7,0,0,0,0,0,0,"2018-07-14",2018,0,77,455,38,6,1,"7",0,0,0,0,0,0,1
"2206",564,65.5,8.6,5.3,0,1,1,0,0,0,"2018-07-15",2018,1,101,408,38,12,4,"1",1,0,0,0,0,0,0
"2208",680,70.5,4.6,10.7,0,1,0,0,0,0,"2018-07-17",2018,2,93,541,41,2,1,"3",0,0,1,0,0,0,0
"2209",688,71.2,7.9,9,0,0,1,0,0,0,"2018-07-18",2018,2,96,556,27,5,2,"4",0,0,0,1,0,0,0
"2210",739,67.9,10,6.3,0,0,0,0,0,0,"2018-07-19",2018,1,94,593,42,8,1,"5",0,0,0,0,1,0,0
"2211",700,64.3,10,3.3,0,0,0,0,0,0,"2018-07-20",2018,0,83,589,24,3,1,"6",0,0,0,0,0,1,0
"2212",622,59.8,6.8,6.7,0,1,0,0,0,0,"2018-07-21",2018,2,101,468,40,8,3,"7",0,0,0,0,0,0,1
"2214",614,69.9,7.3,12.6,0.04,0,0,0,0,0,"2018-07-23",2018,0,93,480,32,6,3,"2",0,1,0,0,0,0,0
"2215",654,69.2,5.7,9.8,0,1,0,0,0,0,"2018-07-24",2018,1,78,544,24,6,1,"3",0,0,1,0,0,0,0
"2216",657,69.8,5,11,0,1,0,0,0,0,"2018-07-25",2018,2,88,529,29,4,5,"4",0,0,0,1,0,0,0
"2217",606,69.8,4.7,13.9,0,0,1,0,0,0,"2018-07-26",2018,2,70,495,31,6,2,"5",0,0,0,0,1,0,0
"2220",463,72.9,6.5,6.3,0.06,1,1,0,0,0,"2018-07-29",2018,0,73,352,26,5,7,"1",1,0,0,0,0,0,0
"2221",580,71.3,9.9,5.8,0,0,0,0,0,0,"2018-07-30",2018,3,89,446,31,10,1,"2",0,1,0,0,0,0,0
"2222",709,68.9,8.4,4.9,0,1,0,0,0,0,"2018-07-31",2018,0,99,580,26,2,2,"3",0,0,1,0,0,0,0
"2223",660,69.2,7.5,8.6,0,1,0,0,0,0,"2018-08-01",2018,1,74,542,36,5,2,"4",0,0,0,1,0,0,0
"2224",722,73.7,5.4,11.6,0,0,0,0,0,0,"2018-08-02",2018,4,100,580,33,3,2,"5",0,0,0,0,1,0,0
"2225",749,73.7,4.6,9.2,0,1,0,0,0,0,"2018-08-03",2018,1,117,588,35,5,3,"6",0,0,0,0,0,1,0
"2226",605,71.8,4.4,9.4,0.01,1,1,0,0,0,"2018-08-04",2018,0,87,475,33,6,4,"7",0,0,0,0,0,0,1
"2227",573,74.3,8.8,7.1,0.05,0,1,0,0,1,"2018-08-05",2018,1,87,441,37,5,2,"1",1,0,0,0,0,0,0
"2228",632,74.8,6.3,7.2,0,0,0,0,0,0,"2018-08-06",2018,1,98,500,26,5,2,"2",0,1,0,0,0,0,0
"2229",658,75.8,6.7,9.7,0,0,0,0,0,0,"2018-08-07",2018,1,96,527,28,3,3,"3",0,0,1,0,0,0,0
"2230",656,74.6,5.9,8.1,0,1,0,0,0,0,"2018-08-08",2018,1,84,529,35,4,3,"4",0,0,0,1,0,0,0
"2231",709,74.9,3.6,9.2,0,1,1,0,0,1,"2018-08-09",2018,3,106,554,38,7,1,"5",0,0,0,0,1,0,0
"2232",707,76.9,9.6,6.4,0.04,0,0,0,0,0,"2018-08-10",2018,4,89,578,32,3,1,"6",0,0,0,0,0,1,0
"2233",568,68.8,9,5.8,0,0,0,0,0,0,"2018-08-11",2018,2,73,459,31,1,2,"7",0,0,0,0,0,0,1
"2234",499,70.9,7.8,7.3,0.01,0,1,0,0,0,"2018-08-12",2018,1,83,376,31,4,4,"1",1,0,0,0,0,0,0
"2235",617,69.1,7.7,6.2,0.05,1,0,0,0,0,"2018-08-13",2018,1,100,485,24,6,1,"2",0,1,0,0,0,0,0
"2236",701,72.8,4.5,6.9,0,1,0,0,0,0,"2018-08-14",2018,0,93,561,37,7,3,"3",0,0,1,0,0,0,0
"2237",645,74.1,9.4,9.7,0.08,0,1,0,0,0,"2018-08-15",2018,1,82,519,35,6,2,"4",0,0,0,1,0,0,0
"2238",647,77.2,9.1,10.1,0,0,0,0,0,0,"2018-08-16",2018,2,84,526,31,4,0,"5",0,0,0,0,1,0,0
"2239",703,74.9,6.3,5.1,0,1,0,0,0,0,"2018-08-17",2018,4,80,575,38,4,2,"6",0,0,0,0,0,1,0
"2240",579,73.9,5.9,9.4,0.05,1,1,0,0,0,"2018-08-18",2018,3,94,438,35,4,5,"7",0,0,0,0,0,0,1
"2241",490,68.5,8.9,13.1,0.01,0,0,0,0,0,"2018-08-19",2018,1,76,379,22,9,3,"1",1,0,0,0,0,0,0
"2242",562,66.7,4.7,11.6,0.04,0,1,0,0,0,"2018-08-20",2018,2,77,449,28,3,3,"2",0,1,0,0,0,0,0
"2243",580,66.7,7.1,9.5,0.07,0,1,0,0,0,"2018-08-21",2018,0,92,461,22,2,3,"3",0,0,1,0,0,0,0
"2244",599,68.1,4.8,8.1,0.05,1,1,0,0,0,"2018-08-22",2018,0,80,474,35,7,3,"4",0,0,0,1,0,0,0
"2245",610,70,9.7,9.3,0.01,0,0,0,0,0,"2018-08-23",2018,3,76,486,33,10,2,"5",0,0,0,0,1,0,0
"2246",681,67.1,10,4.7,0,0,0,0,0,0,"2018-08-24",2018,0,70,558,42,7,4,"6",0,0,0,0,0,1,0
"2247",552,66.5,9,5.8,0,1,0,0,0,0,"2018-08-25",2018,0,83,424,36,7,2,"7",0,0,0,0,0,0,1
"2248",528,68.2,10,5.4,0,0,0,0,0,0,"2018-08-26",2018,0,91,386,39,11,1,"1",1,0,0,0,0,0,0
"2249",651,73.1,9.1,8.7,0,0,0,0,0,0,"2018-08-27",2018,2,98,512,35,3,1,"2",0,1,0,0,0,0,0
"2250",715,73,3.5,9,0,1,0,0,0,0,"2018-08-28",2018,2,101,590,18,2,2,"3",0,0,1,0,0,0,0
"2251",685,75.3,5.5,9.8,0,0,0,0,0,0,"2018-08-29",2018,0,91,551,32,9,2,"4",0,0,0,1,0,0,0
"2252",736,76.2,7,10.2,0,0,0,0,0,0,"2018-08-30",2018,1,102,599,28,5,1,"5",0,0,0,0,1,0,0
"2253",623,69.9,10,13,0,0,0,0,0,0,"2018-08-31",2018,1,81,504,31,5,1,"6",0,0,0,0,0,1,0
"2254",529,65,10,7.2,0,0,0,0,0,0,"2018-09-01",2018,3,96,389,30,9,2,"7",0,0,0,0,0,0,1
"2255",528,67,10,5,0,0,0,0,0,0,"2018-09-02",2018,1,88,391,37,7,4,"1",1,0,0,0,0,0,0
"2256",533,69.9,9.2,8.4,0,0,0,0,0,0,"2018-09-03",2018,1,90,396,37,7,2,"2",0,1,0,0,0,0,0
"2257",786,75.7,6.1,9.9,0,1,0,0,0,0,"2018-09-04",2018,5,111,628,39,2,1,"3",0,0,1,0,0,0,0
"2258",768,69.2,9.3,4.8,0,1,0,0,0,0,"2018-09-05",2018,0,89,649,25,3,2,"4",0,0,0,1,0,0,0
"2259",822,72.6,9.4,9.8,0,0,1,0,0,0,"2018-09-06",2018,0,112,656,42,8,4,"5",0,0,0,0,1,0,0
"2260",671,71.1,10,8.7,0.01,0,0,0,0,0,"2018-09-07",2018,1,86,536,41,6,1,"6",0,0,0,0,0,1,0
"2261",568,66.6,10,6.9,0.01,0,1,0,0,0,"2018-09-08",2018,1,86,428,42,10,1,"7",0,0,0,0,0,0,1
"2262",556,62.6,10,10,0.01,0,0,0,0,0,"2018-09-09",2018,1,83,428,37,6,1,"1",1,0,0,0,0,0,0
"2263",650,62.3,9.5,13.4,0,0,1,0,0,0,"2018-09-10",2018,0,109,494,32,9,6,"2",0,1,0,0,0,0,0
"2266",718,66.1,6.3,8.4,0,1,1,0,0,0,"2018-09-13",2018,0,90,581,35,10,2,"5",0,0,0,0,1,0,0
"2267",684,64.9,9.2,7.1,0.01,1,0,0,0,0,"2018-09-14",2018,1,104,533,40,4,2,"6",0,0,0,0,0,1,0
"2268",596,65.9,9.3,5.8,0,1,0,0,0,0,"2018-09-15",2018,3,76,473,40,3,1,"7",0,0,0,0,0,0,1
"2269",597,63.9,6.8,3.7,0,1,0,0,0,0,"2018-09-16",2018,1,96,455,40,3,2,"1",1,0,0,0,0,0,0
"2270",673,65.6,7.9,5,0,1,0,0,0,0,"2018-09-17",2018,0,101,524,41,7,0,"2",0,1,0,0,0,0,0
"2271",740,71,8.1,8.7,0.01,0,1,0,0,1,"2018-09-18",2018,1,109,584,37,3,6,"3",0,0,1,0,0,0,0
"2273",659,63.7,9.1,11.3,0.01,0,1,0,0,0,"2018-09-20",2018,2,97,518,30,9,3,"5",0,0,0,0,1,0,0
"2274",715,60.6,10,6.9,0,0,0,0,0,0,"2018-09-21",2018,0,84,585,38,6,2,"6",0,0,0,0,0,1,0
"2275",562,68.8,9.6,14.4,0,0,0,0,0,0,"2018-09-22",2018,2,87,425,36,8,4,"7",0,0,0,0,0,0,1
"2276",475,59.8,10,3,0,0,0,0,0,0,"2018-09-23",2018,0,67,359,34,12,3,"1",1,0,0,0,0,0,0
"2277",594,57.4,10,10.1,0,0,0,0,0,0,"2018-09-24",2018,1,87,471,31,4,0,"2",0,1,0,0,0,0,0
"2278",715,60.5,8.7,14.4,0,0,1,0,0,0,"2018-09-25",2018,3,113,548,39,8,4,"3",0,0,1,0,0,0,0
"2281",712,60.5,6.3,8.5,0.1,0,1,0,0,0,"2018-09-28",2018,1,99,563,38,7,4,"6",0,0,0,0,0,1,0
"2283",510,61,9.7,4.7,0,1,0,0,0,0,"2018-09-30",2018,1,81,382,36,6,4,"1",1,0,0,0,0,0,0
"2284",583,62,10,5.4,0,0,0,0,0,0,"2018-10-01",2018,3,84,461,28,6,1,"2",0,1,0,0,0,0,0
"2285",613,64.7,9.5,6.6,0,0,0,0,0,0,"2018-10-02",2018,2,103,474,29,4,1,"3",0,0,1,0,0,0,0
"2287",717,60,9.6,5.7,0.04,0,0,0,0,0,"2018-10-04",2018,2,108,563,36,7,1,"5",0,0,0,0,1,0,0
"2288",796,62.2,9.8,14.7,0,0,0,0,0,0,"2018-10-05",2018,0,100,650,35,8,3,"6",0,0,0,0,0,1,0
"2289",544,55.5,10,6,0,0,0,0,0,0,"2018-10-06",2018,0,82,423,32,5,2,"7",0,0,0,0,0,0,1
"2290",529,64.4,8,8.6,0,0,0,0,0,0,"2018-10-07",2018,0,80,399,38,9,3,"1",1,0,0,0,0,0,0
"2291",501,60.7,8.8,10.5,0,0,0,0,0,0,"2018-10-08",2018,0,86,379,23,12,1,"2",0,1,0,0,0,0,0
"2292",628,63.1,10,8.6,0,0,0,0,0,0,"2018-10-09",2018,1,79,514,23,10,1,"3",0,0,1,0,0,0,0
"2293",708,66.2,3.9,9.1,0,1,0,0,0,0,"2018-10-10",2018,3,90,573,35,7,0,"4",0,0,0,1,0,0,0
"2294",741,67.2,4.1,8.9,0,1,1,0,0,0,"2018-10-11",2018,3,112,580,37,7,2,"5",0,0,0,0,1,0,0
"2297",516,52.8,10,8.9,0.04,0,0,0,0,0,"2018-10-14",2018,1,64,406,30,12,3,"1",1,0,0,0,0,0,0
"2298",692,57.1,9.1,9.8,0,0,1,0,0,0,"2018-10-15",2018,4,101,548,37,0,2,"2",0,1,0,0,0,0,0
"2300",699,55.6,10,13.3,0.1,0,0,0,0,0,"2018-10-17",2018,2,113,543,30,7,4,"4",0,0,0,1,0,0,0
"2301",735,45.6,10,16.3,0,0,0,0,0,0,"2018-10-18",2018,3,102,580,42,6,2,"5",0,0,0,0,1,0,0
"2302",787,49.2,10,13.7,0,0,0,0,0,0,"2018-10-19",2018,3,125,617,32,7,3,"6",0,0,0,0,0,1,0
"2303",629,59.5,9,16.1,0.01,0,1,0,0,0,"2018-10-20",2018,2,81,502,36,7,1,"7",0,0,0,0,0,0,1
"2306",681,51.5,9.9,8,0.01,0,1,0,0,0,"2018-10-23",2018,2,96,543,32,7,1,"3",0,0,1,0,0,0,0
"2307",719,48.8,10,13.2,0.03,0,1,0,0,0,"2018-10-24",2018,2,85,595,33,4,0,"4",0,0,0,1,0,0,0
"2308",763,45.3,10,14.2,0,0,0,0,0,0,"2018-10-25",2018,0,112,613,34,3,1,"5",0,0,0,0,1,0,0
"2309",747,39.8,10,8.7,0,0,0,0,0,0,"2018-10-26",2018,1,105,598,34,7,2,"6",0,0,0,0,0,1,0
"2312",696,54.9,9.8,11.7,0,0,1,0,0,0,"2018-10-29",2018,2,111,541,33,7,2,"2",0,1,0,0,0,0,0
"2313",721,47.9,10,9.8,0.1,0,0,0,0,0,"2018-10-30",2018,3,108,573,32,4,1,"3",0,0,1,0,0,0,0
"2314",646,45.9,10,6.8,0,0,0,0,0,0,"2018-10-31",2018,7,81,515,33,6,4,"4",0,0,0,1,0,0,0
"2315",696,58,7.6,11.1,0,0,0,0,0,0,"2018-11-01",2018,1,99,556,32,2,6,"5",0,0,0,0,1,0,0
"2316",746,60,5.2,13.9,0.01,0,1,0,0,1,"2018-11-02",2018,1,93,608,37,5,2,"6",0,0,0,0,0,1,0
"2319",759,47.5,9.7,9.2,0,0,1,0,0,0,"2018-11-05",2018,1,137,575,33,11,2,"2",0,1,0,0,0,0,0
"2322",631,52.1,9.9,11.1,0,0,0,0,0,0,"2018-11-08",2018,3,85,505,35,1,2,"5",0,0,0,0,1,0,0
"2323",867,48.3,10,11.1,0,0,0,0,0,0,"2018-11-09",2018,6,161,652,41,4,3,"6",0,0,0,0,0,1,0
"2326",497,41.7,10,8.2,0,0,0,0,0,0,"2018-11-12",2018,4,73,384,26,7,3,"2",0,1,0,0,0,0,0
"2329",1065,34,9.9,10.6,0,0,1,1,0,0,"2018-11-15",2018,3,204,784,63,9,2,"5",0,0,0,0,1,0,0
"2331",559,44.5,10,12.1,0.03,0,0,0,0,0,"2018-11-17",2018,1,88,440,23,5,2,"7",0,0,0,0,0,0,1
"2332",470,41.7,10,6.7,0,0,0,0,0,0,"2018-11-18",2018,0,90,348,22,5,5,"1",1,0,0,0,0,0,0
"2333",697,46.7,10,5,0,0,0,0,0,0,"2018-11-19",2018,3,104,549,33,7,1,"2",0,1,0,0,0,0,0
"2334",695,48.2,9.2,7,0,0,1,0,0,0,"2018-11-20",2018,1,98,555,31,8,2,"3",0,0,1,0,0,0,0
"2335",732,39.9,9.7,13.8,0.04,0,1,0,0,0,"2018-11-21",2018,0,99,588,31,12,2,"4",0,0,0,1,0,0,0
"2336",412,24.9,10,19.2,0,0,0,0,0,0,"2018-11-22",2018,2,58,315,29,6,2,"5",0,0,0,0,1,0,0
"2337",476,23,9.7,13.1,0,0,0,1,0,0,"2018-11-23",2018,1,89,354,24,8,0,"6",0,0,0,0,0,1,0
"2338",536,41.4,10,11.5,0,0,0,0,0,0,"2018-11-24",2018,0,99,404,18,12,3,"7",0,0,0,0,0,0,1
"2340",743,45.4,7.8,8.1,0.04,0,0,0,0,0,"2018-11-26",2018,9,163,523,38,7,3,"2",0,1,0,0,0,0,0
"2342",573,41,10,12.5,0.03,0,1,0,0,0,"2018-11-28",2018,4,96,448,23,2,0,"4",0,0,0,1,0,0,0
"2343",646,41.3,10,17.1,0,0,0,0,0,0,"2018-11-29",2018,3,90,519,29,3,2,"5",0,0,0,0,1,0,0
"2344",743,38.4,10,7.5,0,0,0,0,0,0,"2018-11-30",2018,3,106,595,32,7,0,"6",0,0,0,0,0,1,0
"2345",601,38.3,9.9,5.7,0,0,0,0,0,0,"2018-12-01",2018,1,105,459,27,8,1,"7",0,0,0,0,0,0,1
"2346",558,46,5.1,12.2,0.05,1,1,0,0,0,"2018-12-02",2018,2,111,400,38,3,4,"1",1,0,0,0,0,0,0
"2348",684,40.6,10,12.1,0.02,0,0,0,0,0,"2018-12-04",2018,3,90,556,26,6,3,"3",0,0,1,0,0,0,0
"2349",652,31.6,10,7,0,0,0,0,0,0,"2018-12-05",2018,1,92,532,23,2,2,"4",0,0,0,1,0,0,0
"2350",681,34.9,10,10.7,0,0,0,0,0,0,"2018-12-06",2018,3,88,554,29,4,3,"5",0,0,0,0,1,0,0
"2351",705,38,9.8,11,0,0,0,0,0,0,"2018-12-07",2018,1,86,569,42,7,0,"6",0,0,0,0,0,1,0
"2352",652,27.9,10,11.5,0,0,0,0,0,0,"2018-12-08",2018,2,101,501,36,10,2,"7",0,0,0,0,0,0,1
"2353",465,29.7,10,8.6,0,0,0,0,0,0,"2018-12-09",2018,3,83,347,23,7,2,"1",1,0,0,0,0,0,0
"2354",651,35.5,10,10.1,0,0,0,0,0,0,"2018-12-10",2018,2,99,522,23,4,1,"2",0,1,0,0,0,0,0
"2355",707,32,10,4.5,0,0,0,0,0,0,"2018-12-11",2018,1,102,557,39,6,2,"3",0,0,1,0,0,0,0
"2356",631,32.3,8.9,9.3,0.01,0,0,1,0,0,"2018-12-12",2018,1,90,501,33,5,1,"4",0,0,0,1,0,0,0
"2357",686,30.9,10,6.4,0,0,0,0,0,0,"2018-12-13",2018,2,110,531,36,5,2,"5",0,0,0,0,1,0,0
"2358",841,37.9,10,6.2,0,0,0,0,0,0,"2018-12-14",2018,5,135,650,44,5,2,"6",0,0,0,0,0,1,0
"2359",628,46.1,5.7,6.8,0.01,1,1,0,0,0,"2018-12-15",2018,3,106,481,31,4,3,"7",0,0,0,0,0,0,1
"2362",731,33.3,9.6,19.7,0,0,0,1,0,0,"2018-12-18",2018,2,110,574,35,9,1,"3",0,0,1,0,0,0,0
"2363",749,29.8,10,9.4,0,0,0,0,0,0,"2018-12-19",2018,2,111,585,42,7,2,"4",0,0,0,1,0,0,0
"2364",806,38.6,9.6,5,0,0,0,0,0,0,"2018-12-20",2018,5,165,581,42,9,4,"5",0,0,0,0,1,0,0
"2365",782,50.4,5.3,17.6,0.01,1,1,0,0,0,"2018-12-21",2018,5,152,581,40,2,2,"6",0,0,0,0,0,1,0
"2367",505,36.7,10,11.6,0.02,0,0,0,0,0,"2018-12-23",2018,1,75,399,22,7,1,"1",1,0,0,0,0,0,0
"2368",580,35.2,9.5,4.9,0,0,1,1,0,0,"2018-12-24",2018,2,97,436,37,6,2,"2",0,1,0,0,0,0,0
"2369",328,35.6,10,10,0,0,0,0,0,0,"2018-12-25",2018,1,47,245,25,7,3,"3",0,0,1,0,0,0,0
"2370",514,31.8,10,11.1,0,0,0,0,0,0,"2018-12-26",2018,5,76,401,28,2,2,"4",0,0,0,1,0,0,0
"2371",582,34.7,10,8.1,0,0,0,0,0,0,"2018-12-27",2018,1,86,452,32,9,2,"5",0,0,0,0,1,0,0
"2372",681,41.8,7.5,15,0,0,1,0,0,0,"2018-12-28",2018,7,139,501,24,5,5,"6",0,0,0,0,0,1,0
"2374",404,34.6,10,8.4,0,0,0,0,0,0,"2018-12-30",2018,0,66,306,20,7,5,"1",1,0,0,0,0,0,0
"2375",622,32,10,5.2,0,0,0,0,0,0,"2018-12-31",2018,5,139,439,28,7,4,"2",0,1,0,0,0,0,0
"2378",504,39.4,9.5,9.2,0,0,1,0,0,0,"2019-01-03",2019,1,89,399,12,2,1,"5",0,0,0,0,1,0,0
"2379",598,39,9.8,9.9,0.01,0,0,0,0,0,"2019-01-04",2019,2,89,472,26,7,2,"6",0,0,0,0,0,1,0
"2382",584,27.4,10,17.4,0,0,0,0,0,0,"2019-01-07",2019,1,88,459,28,8,0,"2",0,1,0,0,0,0,0
"2383",571,36.3,6.7,9.3,0,1,1,0,0,0,"2019-01-08",2019,3,104,434,25,3,2,"3",0,0,1,0,0,0,0
"2385",580,34.9,9.7,14.7,0.01,0,0,1,0,0,"2019-01-10",2019,3,92,450,25,8,2,"5",0,0,0,0,1,0,0
"2386",644,28.6,10,14.2,0,0,0,0,0,0,"2019-01-11",2019,3,86,511,33,7,4,"6",0,0,0,0,0,1,0
"2387",520,23.1,10,12.9,0,0,0,0,0,0,"2019-01-12",2019,1,75,405,33,5,1,"7",0,0,0,0,0,0,1
"2388",374,26,10,8,0,0,0,0,0,0,"2019-01-13",2019,2,64,281,21,3,3,"1",1,0,0,0,0,0,0
"2389",703,32.8,10,15.3,0,0,0,0,0,0,"2019-01-14",2019,2,109,554,30,5,3,"2",0,1,0,0,0,0,0
"2390",618,29.4,10,7.4,0,0,0,0,0,0,"2019-01-15",2019,0,92,495,23,7,1,"3",0,0,1,0,0,0,0
"2391",579,31.3,9.8,9.1,0,0,0,0,0,0,"2019-01-16",2019,1,81,471,18,6,2,"4",0,0,0,1,0,0,0
"2392",586,29.4,10,11.2,0,0,0,0,0,0,"2019-01-17",2019,2,82,471,24,7,0,"5",0,0,0,0,1,0,0
"2393",596,33.2,8.3,6.8,0,0,1,1,0,0,"2019-01-18",2019,5,90,465,32,4,0,"6",0,0,0,0,0,1,0
"2394",479,34.5,9.8,6.9,0.07,0,0,1,0,0,"2019-01-19",2019,1,98,349,23,7,1,"7",0,0,0,0,0,0,1
"2397",627,15.8,10,17.6,0,0,0,0,0,0,"2019-01-22",2019,1,85,506,27,8,0,"3",0,0,1,0,0,0,0
"2398",553,31.6,9.4,8.3,0,0,0,0,0,0,"2019-01-23",2019,0,89,428,28,4,4,"4",0,0,0,1,0,0,0
"2399",592,46.5,5.2,19.2,0,0,1,0,0,0,"2019-01-24",2019,6,124,429,25,6,2,"5",0,0,0,0,1,0,0
"2401",533,30.5,10,7.9,0,0,0,0,0,0,"2019-01-26",2019,1,92,402,30,4,4,"7",0,0,0,0,0,0,1
"2402",445,35.1,9.9,7.8,0,0,0,1,0,0,"2019-01-27",2019,0,71,338,28,7,1,"1",1,0,0,0,0,0,0
"2403",565,35.7,9.8,11.3,0,0,0,0,0,0,"2019-01-28",2019,2,96,430,31,4,2,"2",0,1,0,0,0,0,0
