"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","date","year","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun"
"1872",577,67.8,4.3,4,0,1,1,0,0,0,"2017-08-15",2017,2,76,467,27,4,1,"3",0,0,1,0,0,0,0
"1874",639,68,9.1,5.2,0,0,0,0,0,0,"2017-08-17",2017,1,86,491,50,7,4,"5",0,0,0,0,1,0,0
"1875",612,66.6,8,8.8,0,0,1,0,0,0,"2017-08-18",2017,3,85,486,30,5,3,"6",0,0,0,0,0,1,0
"1878",627,69.9,9.8,5.9,0,0,0,0,0,0,"2017-08-21",2017,4,93,488,36,4,2,"2",0,1,0,0,0,0,0
"1879",684,70.5,6.4,10.6,0,0,0,0,0,0,"2017-08-22",2017,1,86,558,32,6,1,"3",0,0,1,0,0,0,0
"1880",629,72.3,6.3,12.4,0,0,0,0,0,0,"2017-08-23",2017,4,91,501,29,2,2,"4",0,0,0,1,0,0,0
"1881",631,70,10,5.6,0,0,0,0,0,0,"2017-08-24",2017,1,77,518,31,2,2,"5",0,0,0,0,1,0,0
"1882",633,66.4,10,5.5,0,0,0,0,0,0,"2017-08-25",2017,3,78,505,39,6,2,"6",0,0,0,0,0,1,0
"1883",570,64.1,9.9,3.7,0,0,0,0,0,0,"2017-08-26",2017,0,73,457,32,4,4,"7",0,0,0,0,0,0,1
"1884",498,62.3,10,5,0,0,0,0,0,0,"2017-08-27",2017,1,80,373,36,6,2,"1",1,0,0,0,0,0,0
"1885",584,62.7,10,8.5,0,0,0,0,0,0,"2017-08-28",2017,3,85,461,27,6,2,"2",0,1,0,0,0,0,0
"1886",614,62,9.9,8.6,0,0,1,0,0,0,"2017-08-29",2017,1,91,485,27,5,5,"3",0,0,1,0,0,0,0
"1889",681,62.7,10,10.6,0,0,0,0,0,0,"2017-09-01",2017,2,72,569,28,9,1,"6",0,0,0,0,0,1,0
"1890",562,58.7,10,5.3,0,0,0,0,0,0,"2017-09-02",2017,1,77,436,35,8,5,"7",0,0,0,0,0,0,1
"1893",707,68.1,6.9,14,0,0,0,0,0,0,"2017-09-05",2017,1,82,581,34,8,1,"3",0,0,1,0,0,0,0
"1894",608,69.6,6,13.6,0,0,1,0,0,1,"2017-09-06",2017,4,84,481,28,9,2,"4",0,0,0,1,0,0,0
"1897",608,63.1,10,7.5,0,0,0,0,0,0,"2017-09-09",2017,2,81,473,39,12,1,"7",0,0,0,0,0,0,1
"1898",533,61.1,9.7,9.9,0,0,0,0,0,0,"2017-09-10",2017,1,77,409,33,9,4,"1",1,0,0,0,0,0,0
"1899",735,63.6,10,7.9,0,0,0,0,0,0,"2017-09-11",2017,2,77,610,39,5,2,"2",0,1,0,0,0,0,0
"1900",680,65.3,10,8.3,0,0,0,0,0,0,"2017-09-12",2017,1,86,553,36,4,0,"3",0,0,1,0,0,0,0
"1901",738,67.5,9.5,8,0,0,0,0,0,0,"2017-09-13",2017,2,84,605,34,11,2,"4",0,0,0,1,0,0,0
"1902",728,67.4,5.1,9,0,1,0,0,0,0,"2017-09-14",2017,0,88,601,29,8,2,"5",0,0,0,0,1,0,0
"1903",827,67.9,6.7,6.3,0.02,1,1,0,0,0,"2017-09-15",2017,4,120,652,42,6,3,"6",0,0,0,0,0,1,0
"1904",623,66.8,4.6,2.8,0,1,0,0,0,0,"2017-09-16",2017,4,85,481,38,11,4,"7",0,0,0,0,0,0,1
"1905",586,64.7,4.8,3.4,0,1,0,0,0,0,"2017-09-17",2017,1,79,456,39,8,3,"1",1,0,0,0,0,0,0
"1906",672,65.7,3.4,7.6,0,1,0,0,0,0,"2017-09-18",2017,3,83,555,22,6,3,"2",0,1,0,0,0,0,0
"1907",661,65.5,3.3,14.5,0.02,1,1,0,0,0,"2017-09-19",2017,3,79,538,33,4,4,"3",0,0,1,0,0,0,0
"1912",587,65.3,3.7,9.6,0.05,1,0,0,0,0,"2017-09-24",2017,4,86,449,31,14,3,"1",1,0,0,0,0,0,0
"1916",740,69.4,4.9,9.3,0.07,1,1,0,0,0,"2017-09-28",2017,7,90,600,36,4,3,"5",0,0,0,0,1,0,0
"1918",550,56.3,9.8,8.3,0,0,1,0,0,0,"2017-09-30",2017,1,75,431,37,4,2,"7",0,0,0,0,0,0,1
"1919",571,55.5,10,7.9,0.08,0,0,0,0,0,"2017-10-01",2017,2,82,445,28,11,3,"1",1,0,0,0,0,0,0
"1920",739,58,10,9.3,0,0,0,0,0,0,"2017-10-02",2017,4,103,578,46,7,1,"2",0,1,0,0,0,0,0
"1921",687,54.1,10,6,0,0,0,0,0,0,"2017-10-03",2017,1,82,558,42,2,2,"3",0,0,1,0,0,0,0
"1922",711,59.3,10,12.4,0,0,0,0,0,0,"2017-10-04",2017,2,79,578,44,4,4,"4",0,0,0,1,0,0,0
"1923",657,63.7,8.4,15.8,0,0,0,0,0,0,"2017-10-05",2017,2,104,518,24,5,4,"5",0,0,0,0,1,0,0
"1925",570,63.8,3.9,5.7,0,1,0,0,0,0,"2017-10-07",2017,1,74,456,34,5,0,"7",0,0,0,0,0,0,1
"1926",521,65.8,9.2,12.8,0,0,1,0,0,0,"2017-10-08",2017,0,69,405,37,6,4,"1",1,0,0,0,0,0,0
"1927",546,66.3,6.2,10.5,0.02,0,1,0,0,0,"2017-10-09",2017,2,89,416,31,6,2,"2",0,1,0,0,0,0,0
"1929",628,62.1,10,6.9,0,0,0,0,0,0,"2017-10-11",2017,3,91,498,29,7,0,"4",0,0,0,1,0,0,0
"1930",603,57.1,10,14.5,0.09,0,1,0,0,0,"2017-10-12",2017,4,84,476,35,3,1,"5",0,0,0,0,1,0,0
"1931",658,56.4,10,10.9,0.01,0,0,0,0,0,"2017-10-13",2017,1,86,537,25,8,1,"6",0,0,0,0,0,1,0
"1932",567,62.4,6.7,5.5,0,0,1,0,0,0,"2017-10-14",2017,0,83,436,40,6,2,"7",0,0,0,0,0,0,1
"1934",641,62.3,8.8,13.8,0,0,0,0,0,0,"2017-10-16",2017,0,100,508,26,7,0,"2",0,1,0,0,0,0,0
"1935",736,51.1,10,12.1,0,0,0,0,0,0,"2017-10-17",2017,3,111,582,35,3,2,"3",0,0,1,0,0,0,0
"1936",737,56.7,10,10.1,0,0,0,0,0,0,"2017-10-18",2017,3,106,590,27,8,3,"4",0,0,0,1,0,0,0
"1937",766,59.7,10,9.3,0,0,0,0,0,0,"2017-10-19",2017,1,125,585,49,6,0,"5",0,0,0,0,1,0,0
"1938",823,62,10,11.3,0,0,0,0,0,0,"2017-10-20",2017,0,133,623,54,12,1,"6",0,0,0,0,0,1,0
"1939",583,58.8,10,7,0,0,0,0,0,0,"2017-10-21",2017,1,82,472,26,2,0,"7",0,0,0,0,0,0,1
"1940",528,60.6,10,6.9,0,0,0,0,0,0,"2017-10-22",2017,0,76,401,39,9,3,"1",1,0,0,0,0,0,0
"1941",669,59.5,6.5,7.2,0,1,0,0,0,0,"2017-10-23",2017,2,99,530,32,3,3,"2",0,1,0,0,0,0,0
"1942",685,64.3,8.7,14.7,0,0,0,0,0,0,"2017-10-24",2017,2,113,538,27,4,1,"3",0,0,1,0,0,0,0
"1943",648,65.1,4.9,17.1,0.06,0,1,0,0,0,"2017-10-25",2017,2,81,533,24,6,2,"4",0,0,0,1,0,0,0
"1946",615,55.1,10,6.7,0,0,0,0,0,0,"2017-10-28",2017,0,90,490,29,5,1,"7",0,0,0,0,0,0,1
"1947",613,60.4,9.6,12.3,0,0,1,0,0,0,"2017-10-29",2017,5,140,426,30,10,2,"1",1,0,0,0,0,0,0
"1949",696,57.7,10,18.1,0.04,0,0,0,0,0,"2017-10-31",2017,0,103,556,30,4,3,"3",0,0,1,0,0,0,0
"1950",607,50.6,10,6.7,0,0,0,0,0,0,"2017-11-01",2017,1,94,486,24,1,1,"4",0,0,0,1,0,0,0
"1951",746,58.9,10,10.4,0,0,0,0,0,0,"2017-11-02",2017,2,116,586,38,3,1,"5",0,0,0,0,1,0,0
"1952",776,58.7,3.4,7.7,0,1,0,0,0,0,"2017-11-03",2017,2,108,617,39,7,3,"6",0,0,0,0,0,1,0
"1953",613,53.6,9.3,13.9,0,0,0,0,0,0,"2017-11-04",2017,2,82,490,29,8,2,"7",0,0,0,0,0,0,1
"1954",519,54.5,10,10.8,0,0,1,0,0,0,"2017-11-05",2017,2,94,373,45,4,1,"1",1,0,0,0,0,0,0
"1955",682,62.2,7.4,11.8,0,1,1,0,0,0,"2017-11-06",2017,6,90,553,27,5,1,"2",0,1,0,0,0,0,0
"1956",710,53,9.8,12.5,0.05,0,0,0,0,0,"2017-11-07",2017,7,132,537,29,4,1,"3",0,0,1,0,0,0,0
"1958",702,48.3,10,8.7,0.1,0,0,0,0,0,"2017-11-09",2017,3,84,570,30,15,0,"5",0,0,0,0,1,0,0
"1959",724,44.6,10,12.3,0.05,0,1,0,0,0,"2017-11-10",2017,4,104,578,27,7,4,"6",0,0,0,0,0,1,0
"1960",623,30.2,10,12.6,0,0,0,0,0,0,"2017-11-11",2017,4,81,501,28,7,2,"7",0,0,0,0,0,0,1
"1961",539,35.8,10,5,0,0,0,0,0,0,"2017-11-12",2017,2,78,420,29,7,3,"1",1,0,0,0,0,0,0
"1962",699,48.8,10,9.2,0,0,1,0,0,0,"2017-11-13",2017,1,88,564,30,10,6,"2",0,1,0,0,0,0,0
"1963",647,46.1,10,12.3,0.1,0,0,0,0,0,"2017-11-14",2017,1,76,537,28,5,0,"3",0,0,1,0,0,0,0
"1964",713,43.9,10,11.3,0,0,1,0,0,0,"2017-11-15",2017,1,90,582,34,5,1,"4",0,0,0,1,0,0,0
"1965",811,46.6,8.9,10.1,0,0,1,0,0,0,"2017-11-16",2017,2,116,645,34,9,5,"5",0,0,0,0,1,0,0
"1967",629,43.5,10,9.4,0,0,0,0,0,0,"2017-11-18",2017,3,91,482,40,9,4,"7",0,0,0,0,0,0,1
"1968",573,54.8,7.8,16.8,0,0,1,0,0,0,"2017-11-19",2017,4,102,413,41,11,2,"1",1,0,0,0,0,0,0
"1970",790,51.1,10,15.3,0,0,0,0,0,0,"2017-11-21",2017,0,102,645,32,6,5,"3",0,0,1,0,0,0,0
"1971",774,54.2,8,13.5,0,0,1,0,0,0,"2017-11-22",2017,1,95,648,24,5,1,"4",0,0,0,1,0,0,0
"1973",502,40.8,10,6.9,0,0,0,0,0,0,"2017-11-24",2017,1,83,377,30,7,4,"6",0,0,0,0,0,1,0
"1974",456,50.1,10,7.8,0,0,0,0,0,0,"2017-11-25",2017,2,75,346,20,11,2,"7",0,0,0,0,0,0,1
"1975",485,48.9,9.9,12.2,0,0,0,0,0,0,"2017-11-26",2017,3,73,365,31,10,3,"1",1,0,0,0,0,0,0
"1976",635,43,10,12.4,0,0,0,0,0,0,"2017-11-27",2017,2,78,522,26,6,1,"2",0,1,0,0,0,0,0
"1977",649,37.9,10,10,0,0,0,0,0,0,"2017-11-28",2017,3,100,508,34,2,2,"3",0,0,1,0,0,0,0
"1978",701,52.2,9.8,14.6,0,0,0,0,0,0,"2017-11-29",2017,4,92,564,31,5,5,"4",0,0,0,1,0,0,0
"1979",663,43.2,10,10.1,0,0,0,0,0,0,"2017-11-30",2017,3,95,534,25,5,1,"5",0,0,0,0,1,0,0
"1980",772,48.2,10,10,0,0,1,0,0,0,"2017-12-01",2017,1,119,604,41,5,2,"6",0,0,0,0,0,1,0
"1981",575,42.5,10,8,0,0,0,0,0,0,"2017-12-02",2017,1,80,453,31,7,3,"7",0,0,0,0,0,0,1
"1982",448,42.6,10,6.1,0,0,0,0,0,0,"2017-12-03",2017,1,76,345,22,4,0,"1",1,0,0,0,0,0,0
"1983",684,40.9,10,7.7,0,0,0,0,0,0,"2017-12-04",2017,2,109,540,23,6,4,"2",0,1,0,0,0,0,0
"1984",704,42,10,10.2,0,0,1,0,0,0,"2017-12-05",2017,2,96,557,45,3,1,"3",0,0,1,0,0,0,0
"1986",693,43.4,10,10.2,0.02,0,0,0,0,0,"2017-12-07",2017,4,95,554,32,5,3,"5",0,0,0,0,1,0,0
"1987",682,41,10,9,0,0,1,0,0,0,"2017-12-08",2017,2,87,553,32,6,2,"6",0,0,0,0,0,1,0
"1988",538,38.7,7.8,9.9,0.01,0,1,1,0,0,"2017-12-09",2017,3,102,401,23,6,3,"7",0,0,0,0,0,0,1
"1990",725,38.4,9.8,7.9,0,0,1,0,0,0,"2017-12-11",2017,4,118,570,30,3,0,"2",0,1,0,0,0,0,0
"1991",687,42.6,9.7,10,0,0,1,0,0,0,"2017-12-12",2017,2,96,546,36,6,1,"3",0,0,1,0,0,0,0
"1993",883,28.2,8.1,12.6,0,0,0,1,0,0,"2017-12-14",2017,1,134,697,43,5,3,"5",0,0,0,0,1,0,0
"1994",999,25.1,9.3,6.3,0,0,0,1,0,0,"2017-12-15",2017,2,124,801,60,8,4,"6",0,0,0,0,0,1,0
"1995",661,30.9,8,12.4,0.08,0,0,1,0,0,"2017-12-16",2017,4,104,506,39,5,3,"7",0,0,0,0,0,0,1
"1996",547,27.6,10,10.1,0.01,0,0,0,0,0,"2017-12-17",2017,2,96,400,39,4,6,"1",1,0,0,0,0,0,0
"1997",706,32.7,9.7,4.6,0,0,1,0,0,0,"2017-12-18",2017,6,84,569,38,8,1,"2",0,1,0,0,0,0,0
"1998",657,44.9,9.3,10.3,0.01,0,0,0,0,0,"2017-12-19",2017,2,77,541,31,5,1,"3",0,0,1,0,0,0,0
"1999",700,44.3,9.9,14.9,0,0,0,0,0,0,"2017-12-20",2017,2,91,559,41,3,4,"4",0,0,0,1,0,0,0
"2000",742,32.4,10,10.7,0,0,0,0,0,0,"2017-12-21",2017,3,120,579,31,8,1,"5",0,0,0,0,1,0,0
"2001",720,32.7,9.7,6.7,0,0,1,0,0,0,"2017-12-22",2017,4,89,587,33,6,1,"6",0,0,0,0,0,1,0
"2005",543,29.5,10,13.1,0.01,0,0,0,0,0,"2017-12-26",2017,1,82,426,27,4,3,"3",0,0,1,0,0,0,0
"2006",577,21.9,10,11,0,0,0,0,0,0,"2017-12-27",2017,2,86,443,39,5,2,"4",0,0,0,1,0,0,0
"2007",609,15.3,10,17.5,0,0,0,0,0,0,"2017-12-28",2017,3,79,499,25,3,0,"5",0,0,0,0,1,0,0
"2008",598,13.7,9.5,11,0,0,0,1,0,0,"2017-12-29",2017,0,92,469,24,8,5,"6",0,0,0,0,0,1,0
"2009",565,16.7,9.3,10.5,0,0,0,1,0,0,"2017-12-30",2017,1,86,438,32,8,0,"7",0,0,0,0,0,0,1
"2010",462,21,4.9,10.5,0.01,0,0,1,0,0,"2017-12-31",2017,3,79,340,29,5,6,"1",1,0,0,0,0,0,0
"2011",453,9.5,10,15,0,0,0,0,0,0,"2018-01-01",2018,1,85,318,38,7,4,"2",0,1,0,0,0,0,0
"2012",654,14.7,10,12.9,0,0,0,0,0,0,"2018-01-02",2018,3,101,508,32,8,2,"3",0,0,1,0,0,0,0
"2013",645,25.6,10,6.7,0,0,0,0,0,0,"2018-01-03",2018,1,76,527,32,7,2,"4",0,0,0,1,0,0,0
"2014",464,37.1,5.9,21,0.07,0,1,1,0,0,"2018-01-04",2018,3,90,341,27,2,1,"5",0,0,0,0,1,0,0
"2017",475,9.3,10,12.7,0,0,0,0,0,0,"2018-01-07",2018,1,85,354,29,6,0,"1",1,0,0,0,0,0,0
"2018",720,35,9.9,18.3,0,0,0,0,0,0,"2018-01-08",2018,1,117,562,32,3,5,"2",0,1,0,0,0,0,0
"2019",684,38.3,9.3,14.6,0.01,0,1,0,0,0,"2018-01-09",2018,1,117,527,32,5,2,"3",0,0,1,0,0,0,0
"2020",687,31.4,10,6.6,0,0,0,0,0,0,"2018-01-10",2018,4,100,545,33,4,1,"4",0,0,0,1,0,0,0
"2021",696,38.5,10,8.6,0,0,0,0,0,0,"2018-01-11",2018,3,119,534,36,3,1,"5",0,0,0,0,1,0,0
"2022",704,43.7,5.6,13.4,0,1,1,0,0,0,"2018-01-12",2018,3,128,544,22,7,0,"6",0,0,0,0,0,1,0
"2024",494,27,10,14.5,0.01,0,0,0,0,0,"2018-01-14",2018,3,93,356,31,9,2,"1",1,0,0,0,0,0,0
"2025",523,31.6,9.1,15.4,0,0,0,1,0,0,"2018-01-15",2018,1,85,409,24,2,2,"2",0,1,0,0,0,0,0
"2026",617,32.3,8.2,8.8,0,0,0,1,0,0,"2018-01-16",2018,1,113,464,27,8,4,"3",0,0,1,0,0,0,0
"2028",634,32.4,8.4,10.2,0.04,0,0,0,0,0,"2018-01-18",2018,3,99,508,20,2,2,"5",0,0,0,0,1,0,0
"2029",599,28.9,10,10.5,0,0,0,0,0,0,"2018-01-19",2018,1,83,482,30,3,0,"6",0,0,0,0,0,1,0
"2030",530,38.1,10,14.3,0,0,0,0,0,0,"2018-01-20",2018,1,81,404,31,7,6,"7",0,0,0,0,0,0,1
"2031",418,39.7,10,7.2,0,0,0,0,0,0,"2018-01-21",2018,1,73,316,21,6,1,"1",1,0,0,0,0,0,0
"2032",559,36.4,7.6,4,0,0,1,0,0,0,"2018-01-22",2018,6,93,423,30,4,3,"2",0,1,0,0,0,0,0
"2033",531,45.3,4.4,16.2,0,1,1,0,0,0,"2018-01-23",2018,0,97,403,28,2,1,"3",0,0,1,0,0,0,0
"2035",602,28,10,13.2,0,0,0,0,0,0,"2018-01-25",2018,0,85,481,27,5,4,"5",0,0,0,0,1,0,0
"2036",677,25.3,10,14.4,0,0,0,0,0,0,"2018-01-26",2018,1,94,530,45,5,2,"6",0,0,0,0,0,1,0
"2037",510,36.8,10,12.2,0,0,0,0,0,0,"2018-01-27",2018,4,67,399,31,7,2,"7",0,0,0,0,0,0,1
"2038",412,43.4,4.4,9.5,0.01,1,1,0,0,0,"2018-01-28",2018,1,62,308,31,7,3,"1",1,0,0,0,0,0,0
"2042",594,38.3,9.4,11.9,0,0,0,0,0,0,"2018-02-01",2018,1,87,463,30,7,6,"5",0,0,0,0,1,0,0
"2043",617,34.2,6.4,11.9,0.07,0,1,1,0,0,"2018-02-02",2018,3,84,483,39,3,5,"6",0,0,0,0,0,1,0
"2044",478,19.8,10,16.5,0.08,0,0,0,0,0,"2018-02-03",2018,0,77,366,28,6,1,"7",0,0,0,0,0,0,1
"2045",541,37.8,9.1,13.4,0,0,1,0,0,0,"2018-02-04",2018,6,107,394,27,7,0,"1",1,0,0,0,0,0,0
"2048",653,36.4,8.4,9.5,0,1,1,0,0,0,"2018-02-07",2018,0,134,476,33,6,4,"4",0,0,0,1,0,0,0
"2050",583,28.3,10,6.2,0.08,0,0,0,0,0,"2018-02-09",2018,3,84,460,26,6,4,"6",0,0,0,0,0,1,0
"2051",549,41.6,9,11.3,0,0,0,0,0,0,"2018-02-10",2018,0,100,413,23,10,3,"7",0,0,0,0,0,0,1
"2055",671,36.9,8.5,8.7,0,0,1,0,0,0,"2018-02-14",2018,5,95,536,30,5,0,"4",0,0,0,1,0,0,0
"2058",604,35.9,10,13.1,0.1,0,0,0,0,0,"2018-02-17",2018,2,122,451,22,6,1,"7",0,0,0,0,0,0,1
"2060",435,38.1,9.6,8.3,0.01,0,0,0,0,0,"2018-02-19",2018,0,75,340,18,2,0,"2",0,1,0,0,0,0,0
"2063",550,43.1,8.3,13.8,0.03,1,1,0,0,0,"2018-02-22",2018,4,90,424,24,5,3,"5",0,0,0,0,1,0,0
"2064",548,37.5,9.7,10.6,0.03,0,1,0,0,0,"2018-02-23",2018,4,81,429,27,5,2,"6",0,0,0,0,0,1,0
"2065",540,42.3,5,11.4,0.09,1,1,0,0,0,"2018-02-24",2018,2,93,405,30,6,4,"7",0,0,0,0,0,0,1
"2068",631,40.3,10,8.9,0,0,0,0,0,0,"2018-02-27",2018,5,85,514,24,2,1,"3",0,0,1,0,0,0,0
"2069",654,42.6,10,12.9,0,0,0,0,0,0,"2018-02-28",2018,3,77,524,41,5,4,"4",0,0,0,1,0,0,0
"2070",619,46.7,10,8.5,0,0,0,0,0,0,"2018-03-01",2018,2,110,469,32,5,1,"5",0,0,0,0,1,0,0
"2075",676,37.7,10,17.5,0.08,0,1,1,0,0,"2018-03-06",2018,3,93,547,23,9,1,"3",0,0,1,0,0,0,0
"2076",517,38.1,8.9,12.3,0,0,1,0,0,0,"2018-03-07",2018,3,119,375,14,6,0,"4",0,0,0,1,0,0,0
"2078",751,35.5,9.6,12,0.01,1,0,1,0,0,"2018-03-09",2018,2,91,618,30,9,1,"6",0,0,0,0,0,1,0
"2079",567,38.1,10,17.5,0,0,0,0,0,0,"2018-03-10",2018,1,75,455,32,1,3,"7",0,0,0,0,0,0,1
"2080",465,36.3,10,11.4,0,0,0,0,0,0,"2018-03-11",2018,1,72,366,19,4,3,"1",1,0,0,0,0,0,0
"2081",679,36.7,10,9,0,0,1,0,0,0,"2018-03-12",2018,1,109,535,28,5,1,"2",0,1,0,0,0,0,0
"2084",689,36.5,9.7,20.1,0,0,0,1,0,0,"2018-03-15",2018,4,103,533,41,6,2,"5",0,0,0,0,1,0,0
"2085",753,36.1,10,13.5,0,0,0,0,0,0,"2018-03-16",2018,1,98,607,40,7,0,"6",0,0,0,0,0,1,0
"2086",562,33.3,10,19.7,0,0,0,0,0,0,"2018-03-17",2018,1,89,436,30,6,0,"7",0,0,0,0,0,0,1
"2087",526,27.2,10,12.2,0,0,0,0,0,0,"2018-03-18",2018,7,67,416,29,3,4,"1",1,0,0,0,0,0,0
"2088",686,30.5,10,12.2,0,0,0,0,0,0,"2018-03-19",2018,2,91,565,20,7,1,"2",0,1,0,0,0,0,0
"2089",597,32.5,10,9.1,0,0,0,0,0,0,"2018-03-20",2018,3,88,473,27,5,1,"3",0,0,1,0,0,0,0
"2090",477,36.8,8.6,21,0,0,1,1,0,0,"2018-03-21",2018,0,101,332,35,6,3,"4",0,0,0,1,0,0,0
"2092",732,37.5,10,7,0.07,0,0,0,0,0,"2018-03-23",2018,1,92,594,32,11,2,"6",0,0,0,0,0,1,0
"2093",550,36.3,10,6.8,0,0,0,0,0,0,"2018-03-24",2018,1,79,433,30,5,2,"7",0,0,0,0,0,0,1
"2094",491,35.8,9.3,16.6,0,0,1,1,0,0,"2018-03-25",2018,1,78,378,24,6,4,"1",1,0,0,0,0,0,0
"2095",710,36.4,10,19.4,0.01,0,0,0,0,0,"2018-03-26",2018,2,92,572,38,6,0,"2",0,1,0,0,0,0,0
"2096",627,37.6,10,16,0,0,0,0,0,0,"2018-03-27",2018,2,67,533,20,3,2,"3",0,0,1,0,0,0,0
"2097",629,40.4,10,10.1,0,0,0,0,0,0,"2018-03-28",2018,2,82,508,35,1,1,"4",0,0,0,1,0,0,0
"2098",613,41.6,8.1,6.5,0,0,0,0,0,0,"2018-03-29",2018,4,78,493,32,4,2,"5",0,0,0,0,1,0,0
"2100",589,43.6,9.6,12.6,0.08,0,1,0,0,0,"2018-03-31",2018,2,70,463,41,10,3,"7",0,0,0,0,0,0,1
"2101",399,44.2,10,13.4,0,0,0,0,0,0,"2018-04-01",2018,0,70,289,32,4,4,"1",1,0,0,0,0,0,0
"2102",562,37.7,8.1,8.4,0.01,1,1,1,0,0,"2018-04-02",2018,1,89,449,18,2,3,"2",0,1,0,0,0,0,0
"2106",515,38,9.4,12.2,0,0,1,1,0,0,"2018-04-06",2018,2,83,393,29,6,2,"6",0,0,0,0,0,1,0
"2107",487,43.5,8.7,10.7,0.1,0,1,0,0,0,"2018-04-07",2018,1,67,387,25,5,2,"7",0,0,0,0,0,0,1
"2108",468,37.9,9.5,11.2,0.03,0,1,1,0,0,"2018-04-08",2018,2,71,361,23,7,4,"1",1,0,0,0,0,0,0
"2109",625,36.3,10,12.6,0.01,0,0,0,0,0,"2018-04-09",2018,1,91,500,28,5,0,"2",0,1,0,0,0,0,0
"2110",668,37.7,9.1,6.5,0,0,1,0,0,0,"2018-04-10",2018,3,82,548,30,4,1,"3",0,0,1,0,0,0,0
"2111",612,37.9,10,6.5,0,0,0,0,0,0,"2018-04-11",2018,0,85,489,31,6,1,"4",0,0,0,1,0,0,0
"2112",610,42.8,10,9.8,0,0,0,0,0,0,"2018-04-12",2018,1,78,503,24,3,1,"5",0,0,0,0,1,0,0
"2113",755,47.7,6.7,15.4,0.02,1,1,0,0,0,"2018-04-13",2018,1,106,597,43,4,4,"6",0,0,0,0,0,1,0
"2114",624,47.7,7,13.7,0.08,0,0,0,0,0,"2018-04-14",2018,1,98,467,45,7,6,"7",0,0,0,0,0,0,1
"2115",510,39.7,9,17.5,0,0,0,0,0,0,"2018-04-15",2018,1,93,366,42,7,1,"1",1,0,0,0,0,0,0
"2118",662,41.9,10,16.6,0.05,0,1,0,0,0,"2018-04-18",2018,3,65,555,27,9,3,"4",0,0,0,1,0,0,0
"2119",706,41.8,9.6,8.6,0.02,0,1,0,0,0,"2018-04-19",2018,3,109,556,32,4,2,"5",0,0,0,0,1,0,0
"2120",707,43.2,10,11.6,0.08,0,1,0,0,0,"2018-04-20",2018,3,84,580,30,7,3,"6",0,0,0,0,0,1,0
"2121",584,44.6,10,10.5,0,0,0,0,0,0,"2018-04-21",2018,0,69,476,27,11,1,"7",0,0,0,0,0,0,1
"2122",568,46.3,10,7.2,0,0,0,0,0,0,"2018-04-22",2018,1,76,442,40,8,1,"1",1,0,0,0,0,0,0
"2123",675,46.4,10,7.1,0,0,0,0,0,0,"2018-04-23",2018,3,92,536,30,10,4,"2",0,1,0,0,0,0,0
"2124",671,44.7,10,6.7,0,0,0,0,0,0,"2018-04-24",2018,2,77,543,44,3,2,"3",0,0,1,0,0,0,0
"2125",626,49.2,7.1,15.1,0.01,0,1,0,0,0,"2018-04-25",2018,1,82,506,30,7,0,"4",0,0,0,1,0,0,0
"2127",690,48.8,7.8,9.2,0.03,1,1,0,0,0,"2018-04-27",2018,0,76,591,23,0,0,"6",0,0,0,0,0,1,0
"2129",505,50.5,9.2,5.9,0,0,1,0,0,0,"2018-04-29",2018,2,84,382,31,5,1,"1",1,0,0,0,0,0,0
"2130",656,46.2,10,12,0.07,0,1,0,0,0,"2018-04-30",2018,0,89,521,38,7,1,"2",0,1,0,0,0,0,0
"2131",713,48.4,10,7.6,0.01,0,1,0,0,0,"2018-05-01",2018,1,92,586,28,3,3,"3",0,0,1,0,0,0,0
"2132",792,54.5,10,13.1,0,0,0,0,0,0,"2018-05-02",2018,3,127,628,28,4,2,"4",0,0,0,1,0,0,0
"2133",790,54,9.5,13.2,0,0,0,0,0,0,"2018-05-03",2018,1,97,644,44,3,1,"5",0,0,0,0,1,0,0
"2134",723,53.3,7.8,12.2,0.02,0,1,0,0,0,"2018-05-04",2018,3,86,593,35,5,1,"6",0,0,0,0,0,1,0
"2135",602,58,9.2,13.5,0,0,0,0,0,0,"2018-05-05",2018,2,76,467,43,8,6,"7",0,0,0,0,0,0,1
"2136",495,52.5,8.1,6.9,0,1,1,0,0,0,"2018-05-06",2018,0,71,387,29,4,4,"1",1,0,0,0,0,0,0
"2138",736,48.4,4.9,6.9,0,1,0,0,0,0,"2018-05-08",2018,7,97,589,32,8,3,"3",0,0,1,0,0,0,0
"2139",711,51.2,4,7.7,0,1,0,0,0,0,"2018-05-09",2018,3,80,580,39,7,2,"4",0,0,0,1,0,0,0
"2140",663,51,6.2,12.2,0.01,1,1,0,0,0,"2018-05-10",2018,4,73,551,31,3,1,"5",0,0,0,0,1,0,0
"2141",805,56.8,8.1,11.3,0,1,0,0,0,0,"2018-05-11",2018,0,108,651,37,7,2,"6",0,0,0,0,0,1,0
"2142",602,48.9,9.5,7.3,0,0,1,0,0,0,"2018-05-12",2018,2,68,481,39,9,3,"7",0,0,0,0,0,0,1
"2143",529,49.7,9.7,8.6,0.09,0,0,0,0,0,"2018-05-13",2018,0,82,401,36,7,3,"1",1,0,0,0,0,0,0
