"","collision_date","NUM_COLLISIONS","vehicle_1","vehicle_2","vehicle_3","vehicle_4","vehicle_5","date","year","no_v","one_v","two_v","three_v","four_v","five_v"
"313","2015-04-03",491,490,422,33,6,1,2015-04-03,2015,1,68,389,27,5,1
"314","2015-04-13",554,553,484,29,5,1,2015-04-13,2015,1,69,455,24,4,1
"315","2015-04-20",630,630,552,38,11,4,2015-04-20,2015,0,78,514,27,7,4
"316","2015-04-10",486,485,423,25,4,1,2015-04-10,2015,1,62,398,21,3,1
"317","2015-03-27",532,529,468,22,2,0,2015-03-27,2015,3,61,446,20,2,0
"318","2015-04-17",679,674,609,51,10,0,2015-04-17,2015,5,65,558,41,10,0
"319","2015-03-30",556,556,505,33,6,1,2015-03-30,2015,0,51,472,27,5,1
"320","2015-02-25",628,628,554,41,12,3,2015-02-25,2015,0,74,513,29,9,3
"321","2015-02-27",703,699,623,50,5,2,2015-02-27,2015,4,76,573,45,3,2
"322","2015-03-03",631,625,555,37,7,1,2015-03-03,2015,6,70,518,30,6,1
"323","2015-02-26",539,537,470,35,6,3,2015-02-26,2015,2,67,435,29,3,3
"324","2015-03-11",565,564,510,26,8,2,2015-03-11,2015,1,54,484,18,6,2
"325","2015-03-19",582,579,519,23,5,0,2015-03-19,2015,3,60,496,18,5,0
"326","2015-02-24",580,577,508,36,8,2,2015-02-24,2015,3,69,472,28,6,2
"327","2015-03-12",586,585,525,29,5,2,2015-03-12,2015,1,60,496,24,3,2
"328","2015-03-10",584,582,484,27,3,2,2015-03-10,2015,2,98,457,24,1,2
"329","2015-02-12",526,525,466,29,3,1,2015-02-12,2015,1,59,437,26,2,1
"330","2015-02-16",402,400,350,27,6,0,2015-02-16,2015,2,50,323,21,6,0
"331","2015-01-28",458,457,400,21,5,0,2015-01-28,2015,1,57,379,16,5,0
"332","2015-02-19",515,515,462,29,6,1,2015-02-19,2015,0,53,433,23,5,1
"333","2015-02-06",652,651,584,32,5,0,2015-02-06,2015,1,67,552,27,5,0
"334","2015-02-08",394,394,337,39,12,3,2015-02-08,2015,0,57,298,27,9,3
"335","2015-02-02",680,677,592,50,10,2,2015-02-02,2015,3,85,542,40,8,2
"336","2015-01-31",526,524,454,39,12,4,2015-01-31,2015,2,70,415,27,8,4
"337","2015-01-23",598,595,526,34,6,1,2015-01-23,2015,3,69,492,28,5,1
"338","2015-01-17",495,492,428,28,7,1,2015-01-17,2015,3,64,400,21,6,1
"339","2014-12-29",411,410,360,22,5,0,2014-12-29,2014,1,50,338,17,5,0
"340","2015-01-05",498,495,417,42,9,2,2015-01-05,2015,3,78,375,33,7,2
"341","2015-01-14",506,506,437,38,9,1,2015-01-14,2015,0,69,399,29,8,1
"342","2015-01-15",548,547,476,46,11,2,2015-01-15,2015,1,71,430,35,9,2
"343","2015-01-09",751,749,646,44,6,0,2015-01-09,2015,2,103,602,38,6,0
"344","2015-01-12",580,577,492,45,9,0,2015-01-12,2015,3,85,447,36,9,0
"345","2014-12-28",349,347,302,35,10,4,2014-12-28,2014,2,45,267,25,6,4
"346","2015-01-11",341,341,303,26,8,4,2015-01-11,2015,0,38,277,18,4,4
"347","2014-12-26",446,445,394,24,6,2,2014-12-26,2014,1,51,370,18,4,2
"348","2014-12-25",303,302,267,23,6,1,2014-12-25,2014,1,35,244,17,5,1
"349","2015-01-18",961,961,785,156,55,18,2015-01-18,2015,0,176,629,101,37,18
"350","2014-11-28",444,444,386,28,11,1,2014-11-28,2014,0,58,358,17,10,1
"351","2014-12-02",611,610,521,36,2,0,2014-12-02,2014,1,89,485,34,2,0
"352","2014-12-01",644,642,558,39,5,2,2014-12-01,2014,2,84,519,34,3,2
"353","2014-12-15",720,715,621,49,8,0,2014-12-15,2014,5,94,572,41,8,0
"354","2014-12-20",505,505,432,28,5,0,2014-12-20,2014,0,73,404,23,5,0
"355","2014-12-13",594,590,511,34,9,3,2014-12-13,2014,4,79,477,25,6,3
"356","2014-12-05",673,667,552,31,8,3,2014-12-05,2014,6,115,521,23,5,3
"357","2014-12-07",493,493,420,40,11,3,2014-12-07,2014,0,73,380,29,8,3
"358","2014-11-15",529,526,458,32,10,2,2014-11-15,2014,3,68,426,22,8,2
"359","2014-11-17",666,665,563,45,7,2,2014-11-17,2014,1,102,518,38,5,2
"360","2014-11-10",560,557,491,34,4,0,2014-11-10,2014,3,66,457,30,4,0
"361","2014-11-21",677,676,593,38,4,0,2014-11-21,2014,1,83,555,34,4,0
"362","2014-11-12",546,542,482,31,6,0,2014-11-12,2014,4,60,451,25,6,0
"363","2014-10-31",668,668,600,41,4,2,2014-10-31,2014,0,68,559,37,2,2
"364","2014-10-23",639,639,563,33,4,1,2014-10-23,2014,0,76,530,29,3,1
"365","2014-10-28",571,567,505,27,6,0,2014-10-28,2014,4,62,478,21,6,0
"366","2014-10-27",642,638,561,37,10,3,2014-10-27,2014,4,77,524,27,7,3
"367","2014-08-10",512,512,460,45,10,4,2014-08-10,2014,0,52,415,35,6,4
"368","2014-07-31",626,625,561,40,12,3,2014-07-31,2014,1,64,521,28,9,3
"369","2014-10-17",648,644,567,44,13,6,2014-10-17,2014,4,77,523,31,7,6
"370","2014-10-03",719,718,637,51,9,3,2014-10-03,2014,1,81,586,42,6,3
"371","2014-10-01",559,559,489,36,5,1,2014-10-01,2014,0,70,453,31,4,1
"372","2014-10-16",602,600,532,37,4,0,2014-10-16,2014,2,68,495,33,4,0
"373","2014-09-27",600,599,536,48,11,5,2014-09-27,2014,1,63,488,37,6,5
"374","2014-10-06",639,639,574,35,9,3,2014-10-06,2014,0,65,539,26,6,3
"375","2019-07-23",553,552,465,35,10,2,2019-07-23,2019,1,87,430,25,8,2
"376","2019-08-10",572,569,478,53,15,5,2019-08-10,2019,3,91,425,38,10,5
"377","2019-08-12",586,585,505,43,6,4,2019-08-12,2019,1,80,462,37,2,4
"378","2019-08-05",616,616,527,30,9,1,2019-08-05,2019,0,89,497,21,8,1
"379","2019-08-17",533,533,439,40,14,5,2019-08-17,2019,0,94,399,26,9,5
"380","2019-07-19",666,664,585,46,8,3,2019-07-19,2019,2,79,539,38,5,3
"381","2019-06-28",753,752,656,53,12,6,2019-06-28,2019,1,96,603,41,6,6
"382","2019-06-22",635,634,543,48,9,2,2019-06-22,2019,1,91,495,39,7,2
"383","2019-06-24",731,731,626,48,11,4,2019-06-24,2019,0,105,578,37,7,4
"384","2019-06-23",559,558,484,59,13,4,2019-06-23,2019,1,74,425,46,9,4
"385","2019-06-16",509,505,428,30,11,3,2019-06-16,2019,4,77,398,19,8,3
"386","2019-06-06",744,743,654,53,14,3,2019-06-06,2019,1,89,601,39,11,3
"387","2019-06-10",613,613,518,41,8,0,2019-06-10,2019,0,95,477,33,8,0
"388","2019-05-22",693,685,592,41,9,2,2019-05-22,2019,8,93,551,32,7,2
"389","2019-05-16",642,640,550,44,12,3,2019-05-16,2019,2,90,506,32,9,3
"390","2019-05-03",651,647,550,45,7,0,2019-05-03,2019,4,97,505,38,7,0
"391","2019-05-02",668,666,566,45,6,2,2019-05-02,2019,2,100,521,39,4,2
"392","2019-04-17",621,619,529,48,9,3,2019-04-17,2019,2,90,481,39,6,3
"393","2019-04-20",456,455,388,37,12,3,2019-04-20,2019,1,67,351,25,9,3
"394","2019-04-22",522,521,439,30,9,1,2019-04-22,2019,1,82,409,21,8,1
"395","2019-04-18",540,539,467,27,8,4,2019-04-18,2019,1,72,440,19,4,4
"396","2019-04-24",515,514,432,39,3,0,2019-04-24,2019,1,82,393,36,3,0
"397","2019-04-06",587,585,508,50,9,1,2019-04-06,2019,2,77,458,41,8,1
"398","2019-04-02",553,550,477,35,6,1,2019-04-02,2019,3,73,442,29,5,1
"399","2019-03-11",645,642,558,44,10,3,2019-03-11,2019,3,84,514,34,7,3
"400","2019-03-25",526,526,434,25,3,3,2019-03-25,2019,0,92,409,22,0,3
"401","2019-03-08",652,651,560,44,12,2,2019-03-08,2019,1,91,516,32,10,2
"402","2019-03-26",610,607,512,41,2,1,2019-03-26,2019,3,95,471,39,1,1
"403","2019-02-16",535,533,459,46,9,3,2019-02-16,2019,2,74,413,37,6,3
"404","2019-02-25",700,699,572,38,7,3,2019-02-25,2019,1,127,534,31,4,3
"405","2019-02-19",527,524,438,41,8,3,2019-02-19,2019,3,86,397,33,5,3
"406","2019-03-02",642,639,496,40,12,3,2019-03-02,2019,3,143,456,28,9,3
"407","2019-02-26",670,668,563,44,10,2,2019-02-26,2019,2,105,519,34,8,2
"408","2019-02-09",540,536,444,43,8,3,2019-02-09,2019,4,92,401,35,5,3
"409","2019-02-24",401,400,321,30,10,2,2019-02-24,2019,1,79,291,20,8,2
"410","2019-02-18",406,403,317,22,2,0,2019-02-18,2019,3,86,295,20,2,0
"411","2014-10-07",620,619,537,35,6,4,2014-10-07,2014,1,82,502,29,2,4
"412","2014-10-13",451,450,381,35,7,2,2014-10-13,2014,1,69,346,28,5,2
"413","2014-09-30",589,589,514,19,4,2,2014-09-30,2014,0,75,495,15,2,2
"414","2014-10-02",558,556,504,30,8,1,2014-10-02,2014,2,52,474,22,7,1
"415","2014-10-05",505,504,453,41,8,1,2014-10-05,2014,1,51,412,33,7,1
"416","2014-09-23",592,589,526,29,3,3,2014-09-23,2014,3,63,497,26,0,3
"417","2014-09-18",650,647,579,34,4,0,2014-09-18,2014,3,68,545,30,4,0
"418","2014-09-10",618,616,539,30,3,1,2014-09-10,2014,2,77,509,27,2,1
"419","2014-09-01",392,392,346,31,9,3,2014-09-01,2014,0,46,315,22,6,3
"420","2014-09-21",515,513,445,35,6,1,2014-09-21,2014,2,68,410,29,5,1
"421","2014-09-14",528,528,475,44,12,2,2014-09-14,2014,0,53,431,32,10,2
"422","2014-08-24",437,437,397,38,9,4,2014-08-24,2014,0,40,359,29,5,4
"423","2014-09-17",658,657,581,40,7,2,2014-09-17,2014,1,76,541,33,5,2
"424","2014-08-21",567,565,503,36,9,4,2014-08-21,2014,2,62,467,27,5,4
"425","2014-08-03",476,476,419,33,7,2,2014-08-03,2014,0,57,386,26,5,2
"426","2014-08-13",572,569,495,26,4,2,2014-08-13,2014,3,74,469,22,2,2
"427","2014-08-09",538,538,491,47,6,2,2014-08-09,2014,0,47,444,41,4,2
"428","2014-08-08",601,600,550,32,5,1,2014-08-08,2014,1,50,518,27,4,1
"429","2014-08-11",604,602,530,36,5,1,2014-08-11,2014,2,72,494,31,4,1
"430","2014-08-17",476,476,424,37,8,1,2014-08-17,2014,0,52,387,29,7,1
"431","2014-08-20",551,548,497,35,5,1,2014-08-20,2014,3,51,462,30,4,1
"432","2014-08-06",562,561,497,32,7,3,2014-08-06,2014,1,64,465,25,4,3
"433","2014-08-25",549,548,483,30,7,2,2014-08-25,2014,1,65,453,23,5,2
"434","2014-08-30",510,507,445,39,15,1,2014-08-30,2014,3,62,406,24,14,1
"435","2014-08-07",585,583,527,37,8,0,2014-08-07,2014,2,56,490,29,8,0
"436","2014-08-29",631,628,558,41,10,1,2014-08-29,2014,3,70,517,31,9,1
"437","2014-07-29",526,526,470,31,6,0,2014-07-29,2014,0,56,439,25,6,0
"438","2014-06-03",663,661,601,39,11,4,2014-06-03,2014,2,60,562,28,7,4
"439","2014-05-21",575,574,515,27,5,0,2014-05-21,2014,1,59,488,22,5,0
"440","2014-07-07",614,612,555,43,8,3,2014-07-07,2014,2,57,512,35,5,3
"441","2014-07-24",539,538,489,30,6,1,2014-07-24,2014,1,49,459,24,5,1
"442","2014-07-22",587,583,524,37,5,2,2014-07-22,2014,4,59,487,32,3,2
"443","2014-07-04",360,360,315,19,3,0,2014-07-04,2014,0,45,296,16,3,0
"444","2014-07-11",642,641,569,32,7,1,2014-07-11,2014,1,72,537,25,6,1
"445","2014-07-21",557,555,486,32,7,2,2014-07-21,2014,2,69,454,25,5,2
"446","2014-07-10",584,582,516,33,5,1,2014-07-10,2014,2,66,483,28,4,1
"447","2014-07-03",740,737,655,40,7,3,2014-07-03,2014,3,82,615,33,4,3
"448","2014-07-15",587,587,524,43,4,1,2014-07-15,2014,0,63,481,39,3,1
"449","2014-07-26",534,533,479,30,5,2,2014-07-26,2014,1,54,449,25,3,2
"450","2014-07-02",658,658,573,43,10,4,2014-07-02,2014,0,85,530,33,6,4
"451","2014-06-16",622,622,551,43,4,1,2014-06-16,2014,0,71,508,39,3,1
"452","2014-06-13",708,708,615,42,10,5,2014-06-13,2014,0,93,573,32,5,5
"453","2014-06-20",765,763,678,45,13,4,2014-06-20,2014,2,85,633,32,9,4
"454","2014-06-18",663,660,588,34,8,2,2014-06-18,2014,3,72,554,26,6,2
"455","2014-06-05",569,566,502,37,1,0,2014-06-05,2014,3,64,465,36,1,0
"456","2014-06-21",557,557,496,42,14,4,2014-06-21,2014,0,61,454,28,10,4
"457","2014-06-28",611,608,551,36,4,0,2014-06-28,2014,3,57,515,32,4,0
"458","2014-06-19",675,674,602,47,7,3,2014-06-19,2014,1,72,555,40,4,3
"459","2014-06-30",610,608,540,39,5,1,2014-06-30,2014,2,68,501,34,4,1
"460","2014-05-10",549,547,499,36,8,4,2014-05-10,2014,2,48,463,28,4,4
"461","2014-05-22",593,593,535,28,8,1,2014-05-22,2014,0,58,507,20,7,1
"462","2014-05-23",660,660,580,32,5,1,2014-05-23,2014,0,80,548,27,4,1
"463","2014-05-11",584,583,527,46,10,0,2014-05-11,2014,1,56,481,36,10,0
"464","2014-05-15",659,657,573,50,13,2,2014-05-15,2014,2,84,523,37,11,2
"465","2014-05-19",572,572,525,32,6,1,2014-05-19,2014,0,47,493,26,5,1
"466","2014-05-27",645,642,570,43,8,2,2014-05-27,2014,3,72,527,35,6,2
"467","2014-06-02",643,642,569,36,4,1,2014-06-02,2014,1,73,533,32,3,1
"468","2014-05-25",472,472,414,44,11,3,2014-05-25,2014,0,58,370,33,8,3
"469","2014-05-08",596,596,535,24,5,1,2014-05-08,2014,0,61,511,19,4,1
"470","2014-04-05",580,580,471,36,8,2,2014-04-05,2014,0,109,435,28,6,2
"471","2014-04-30",651,648,551,32,4,0,2014-04-30,2014,3,97,519,28,4,0
"472","2014-04-07",533,532,443,35,5,0,2014-04-07,2014,1,89,408,30,5,0
"473","2014-04-08",606,603,516,33,5,0,2014-04-08,2014,3,87,483,28,5,0
"474","2014-04-24",586,586,527,39,8,1,2014-04-24,2014,0,59,488,31,7,1
"475","2014-04-26",548,547,480,37,10,2,2014-04-26,2014,1,67,443,27,8,2
"476","2014-04-23",536,536,464,29,4,1,2014-04-23,2014,0,72,435,25,3,1
"477","2014-04-20",393,392,349,33,9,2,2014-04-20,2014,1,43,316,24,7,2
"478","2014-04-15",452,452,312,16,4,0,2014-04-15,2014,0,140,296,12,4,0
"479","2014-04-28",597,595,539,33,9,1,2014-04-28,2014,2,56,506,24,8,1
"480","2014-05-03",590,590,518,41,15,5,2014-05-03,2014,0,72,477,26,10,5
"481","2014-03-27",538,537,452,34,6,1,2014-03-27,2014,1,85,418,28,5,1
"482","2014-03-13",545,545,263,14,0,0,2014-03-13,2014,0,282,249,14,0,0
"483","2019-01-07",584,583,495,36,8,0,2019-01-07,2019,1,88,459,28,8,0
"484","2019-02-02",577,575,503,46,15,3,2019-02-02,2019,2,72,457,31,12,3
"485","2019-01-25",666,664,579,36,9,2,2019-01-25,2019,2,85,543,27,7,2
"486","2018-12-22",568,564,463,34,7,2,2018-12-22,2018,4,101,429,27,5,2
"487","2018-12-20",806,801,636,55,13,4,2018-12-20,2018,5,165,581,42,9,4
"488","2018-12-05",652,651,559,27,4,2,2018-12-05,2018,1,92,532,23,2,2
"489","2018-11-25",483,482,409,44,6,2,2018-11-25,2018,1,73,365,38,4,2
"490","2018-12-03",697,694,599,39,7,1,2018-12-03,2018,3,95,560,32,6,1
"491","2018-11-28",573,569,473,25,2,0,2018-11-28,2018,4,96,448,23,2,0
"492","2018-11-10",606,604,521,39,10,3,2018-11-10,2018,2,83,482,29,7,3
"493","2018-10-29",696,694,583,42,9,2,2018-10-29,2018,2,111,541,33,7,2
"494","2018-10-21",593,590,493,50,7,0,2018-10-21,2018,3,97,443,43,7,0
"495","2018-10-31",646,639,558,43,10,4,2018-10-31,2018,7,81,515,33,6,4
"496","2018-10-24",719,717,632,37,4,0,2018-10-24,2018,2,85,595,33,4,0
"497","2018-11-09",867,861,700,48,7,3,2018-11-09,2018,6,161,652,41,4,3
"498","2018-10-06",544,544,462,39,7,2,2018-10-06,2018,0,82,423,32,5,2
"499","2018-10-14",516,515,451,45,15,3,2018-10-14,2018,1,64,406,30,12,3
"500","2018-09-24",594,593,506,35,4,0,2018-09-24,2018,1,87,471,31,4,0
"501","2018-10-08",501,501,415,36,13,1,2018-10-08,2018,0,86,379,23,12,1
"502","2018-10-04",717,715,607,44,8,1,2018-10-04,2018,2,108,563,36,7,1
"503","2018-09-07",671,670,584,48,7,1,2018-09-07,2018,1,86,536,41,6,1
"504","2018-09-08",568,567,481,53,11,1,2018-09-08,2018,1,86,428,42,10,1
"505","2018-08-29",685,685,594,43,11,2,2018-08-29,2018,0,91,551,32,9,2
"506","2018-09-19",519,519,434,21,7,3,2018-09-19,2018,0,85,413,14,4,3
"507","2018-08-26",528,528,437,51,12,1,2018-08-26,2018,0,91,386,39,11,1
"508","2018-08-10",707,703,614,36,4,1,2018-08-10,2018,4,89,578,32,3,1
"509","2014-03-20",627,624,532,33,10,1,2014-03-20,2014,3,92,499,23,9,1
"510","2014-03-31",559,558,479,37,5,3,2014-03-31,2014,1,79,442,32,2,3
"511","2014-04-03",592,592,498,27,2,1,2014-04-03,2014,0,94,471,25,1,1
"512","2014-03-07",533,530,439,30,3,0,2014-03-07,2014,3,91,409,27,3,0
"513","2014-03-26",563,562,471,25,3,0,2014-03-26,2014,1,91,446,22,3,0
"514","2014-03-08",515,514,441,35,8,3,2014-03-08,2014,1,73,406,27,5,3
"515","2014-03-29",569,567,473,38,7,2,2014-03-29,2014,2,94,435,31,5,2
"516","2014-02-06",569,569,496,28,7,2,2014-02-06,2014,0,73,468,21,5,2
"517","2014-02-20",556,555,472,21,5,0,2014-02-20,2014,1,83,451,16,5,0
"518","2014-02-16",464,462,413,27,3,1,2014-02-16,2014,2,49,386,24,2,1
"519","2014-02-27",571,570,506,32,6,1,2014-02-27,2014,1,64,474,26,5,1
"520","2014-03-02",344,342,302,19,4,3,2014-03-02,2014,2,40,283,15,1,3
"521","2014-02-26",511,508,438,26,9,2,2014-02-26,2014,3,70,412,17,7,2
"522","2014-03-05",491,489,419,20,0,0,2014-03-05,2014,2,70,399,20,0,0
"523","2014-02-14",792,791,719,40,4,0,2014-02-14,2014,1,72,679,36,4,0
"524","2014-02-08",424,424,380,24,4,2,2014-02-08,2014,0,44,356,20,2,2
"525","2014-02-15",516,516,457,42,4,3,2014-02-15,2014,0,59,415,38,1,3
"526","2014-02-11",636,634,570,40,10,4,2014-02-11,2014,2,64,530,30,6,4
"527","2014-02-01",507,507,428,38,10,5,2014-02-01,2014,0,79,390,28,5,5
"528","2013-11-28",429,429,383,31,13,1,2013-11-28,2013,0,46,352,18,12,1
"529","2014-01-18",448,448,386,33,11,4,2014-01-18,2014,0,62,353,22,7,4
"530","2014-01-06",518,518,450,28,7,3,2014-01-06,2014,0,68,422,21,4,3
"531","2014-01-21",1161,1161,1047,109,32,10,2014-01-21,2014,0,114,938,77,22,10
"532","2014-01-23",612,612,546,40,10,2,2014-01-23,2014,0,66,506,30,8,2
"533","2014-01-16",521,520,450,20,4,0,2014-01-16,2014,1,70,430,16,4,0
"534","2014-01-08",616,614,532,32,6,2,2014-01-08,2014,2,82,500,26,4,2
"535","2014-01-27",511,511,449,30,6,0,2014-01-27,2014,0,62,419,24,6,0
"536","2014-01-26",465,465,403,34,12,3,2014-01-26,2014,0,62,369,22,9,3
"537","2014-01-03",423,423,371,19,4,0,2014-01-03,2014,0,52,352,15,4,0
"538","2014-01-13",568,564,500,40,8,2,2014-01-13,2014,4,64,460,32,6,2
"539","2014-01-05",320,319,280,24,5,1,2014-01-05,2014,1,39,256,19,4,1
"540","2013-12-22",505,503,446,47,8,2,2013-12-22,2013,2,57,399,39,6,2
"541","2013-12-10",539,538,453,32,7,2,2013-12-10,2013,1,85,421,25,5,2
"542","2013-12-24",515,514,454,35,14,6,2013-12-24,2013,1,60,419,21,8,6
"543","2013-12-06",759,758,612,44,7,1,2013-12-06,2013,1,146,568,37,6,1
"544","2013-12-13",695,694,625,45,9,5,2013-12-13,2013,1,69,580,36,4,5
"545","2013-12-14",690,689,595,55,7,0,2013-12-14,2013,1,94,540,48,7,0
"546","2013-12-04",520,519,462,34,7,2,2013-12-04,2013,1,57,428,27,5,2
"547","2013-11-27",742,741,606,42,8,3,2013-11-27,2013,1,135,564,34,5,3
"548","2013-11-18",611,611,538,35,10,0,2013-11-18,2013,0,73,503,25,10,0
"549","2013-11-12",647,646,565,38,8,0,2013-11-12,2013,1,81,527,30,8,0
"550","2013-11-19",600,599,521,38,8,1,2013-11-19,2013,1,78,483,30,7,1
"551","2013-11-13",593,591,524,35,6,1,2013-11-13,2013,2,67,489,29,5,1
"552","2013-12-02",549,548,492,41,10,4,2013-12-02,2013,1,56,451,31,6,4
"553","2013-11-25",710,710,647,33,4,0,2013-11-25,2013,0,63,614,29,4,0
"554","2013-11-23",536,536,469,44,11,4,2013-11-23,2013,0,67,425,33,7,4
"555","2013-11-16",612,612,535,40,9,2,2013-11-16,2013,0,77,495,31,7,2
"556","2013-11-29",437,436,392,22,4,1,2013-11-29,2013,1,44,370,18,3,1
"557","2013-11-07",646,646,567,53,11,0,2013-11-07,2013,0,79,514,42,11,0
"558","2013-11-06",635,633,556,31,5,3,2013-11-06,2013,2,77,525,26,2,3
"559","2013-11-05",510,509,457,41,6,1,2013-11-05,2013,1,52,416,35,5,1
"560","2013-08-30",599,599,545,57,17,3,2013-08-30,2013,0,54,488,40,14,3
"561","2013-11-01",710,710,614,52,14,2,2013-11-01,2013,0,96,562,38,12,2
"562","2013-10-15",615,614,537,41,7,1,2013-10-15,2013,1,77,496,34,6,1
"563","2013-10-11",621,621,550,42,5,4,2013-10-11,2013,0,71,508,37,1,4
"564","2013-10-09",529,529,480,36,7,2,2013-10-09,2013,0,49,444,29,5,2
"565","2013-10-21",616,614,536,41,6,0,2013-10-21,2013,2,78,495,35,6,0
"566","2013-10-14",440,440,389,34,4,2,2013-10-14,2013,0,51,355,30,2,2
"567","2013-10-10",559,559,488,30,5,2,2013-10-10,2013,0,71,458,25,3,2
"568","2013-10-20",490,490,429,31,4,2,2013-10-20,2013,0,61,398,27,2,2
"569","2013-10-24",632,631,564,36,6,2,2013-10-24,2013,1,67,528,30,4,2
"570","2013-10-13",502,501,448,63,13,5,2013-10-13,2013,1,53,385,50,8,5
"571","2013-10-27",512,511,455,38,5,1,2013-10-27,2013,1,56,417,33,4,1
"572","2013-10-12",556,554,495,43,6,1,2013-10-12,2013,2,59,452,37,5,1
"573","2013-10-18",680,679,586,57,12,4,2013-10-18,2013,1,93,529,45,8,4
"574","2013-09-21",546,546,479,37,7,1,2013-09-21,2013,0,67,442,30,6,1
"575","2013-09-30",605,604,540,39,11,4,2013-09-30,2013,1,64,501,28,7,4
"576","2013-09-24",615,614,533,35,9,2,2013-09-24,2013,1,81,498,26,7,2
"577","2013-09-22",585,583,510,42,5,0,2013-09-22,2013,2,73,468,37,5,0
"578","2013-10-02",647,647,574,41,4,0,2013-10-02,2013,0,73,533,37,4,0
"579","2013-10-06",404,404,346,37,10,3,2013-10-06,2013,0,58,309,27,7,3
"580","2013-09-25",539,537,476,29,5,1,2013-09-25,2013,2,61,447,24,4,1
"581","2013-10-05",497,496,443,44,9,3,2013-10-05,2013,1,53,399,35,6,3
"582","2013-09-13",652,651,576,43,1,0,2013-09-13,2013,1,75,533,42,1,0
"583","2013-09-26",516,514,448,30,8,1,2013-09-26,2013,2,66,418,22,7,1
"584","2018-08-02",722,718,618,38,5,2,2018-08-02,2018,4,100,580,33,3,2
"585","2018-06-25",733,730,643,52,16,4,2018-06-25,2018,3,87,591,36,12,4
"586","2018-07-26",606,604,534,39,8,2,2018-07-26,2018,2,70,495,31,6,2
"587","2018-07-12",642,640,570,50,10,4,2018-07-12,2018,2,70,520,40,6,4
"588","2018-07-13",726,724,628,40,3,0,2018-07-13,2018,2,96,588,37,3,0
"589","2018-07-25",657,655,567,38,9,5,2018-07-25,2018,2,88,529,29,4,5
"590","2018-05-29",809,804,709,48,19,4,2018-05-29,2018,5,95,661,29,15,4
"591","2018-05-11",805,805,697,46,9,2,2018-05-11,2018,0,108,651,37,7,2
"592","2018-04-22",568,567,491,49,9,1,2018-04-22,2018,1,76,442,40,8,1
"593","2018-05-01",713,712,620,34,6,3,2018-05-01,2018,1,92,586,28,3,3
"594","2018-04-21",584,584,515,39,12,1,2018-04-21,2018,0,69,476,27,11,1
"595","2018-03-26",710,708,616,44,6,0,2018-03-26,2018,2,92,572,38,6,0
"596","2018-03-03",609,609,507,42,14,5,2018-03-03,2018,0,102,465,28,9,5
"597","2018-03-12",679,678,569,34,6,1,2018-03-12,2018,1,109,535,28,5,1
"598","2018-03-24",550,549,470,37,7,2,2018-03-24,2018,1,79,433,30,5,2
"599","2018-03-11",465,464,392,26,7,3,2018-03-11,2018,1,72,366,19,4,3
"600","2018-01-29",531,529,441,24,3,1,2018-01-29,2018,2,88,417,21,2,1
"601","2018-02-14",671,666,571,35,5,0,2018-02-14,2018,5,95,536,30,5,0
"602","2018-02-05",706,702,591,36,6,2,2018-02-05,2018,4,111,555,30,4,2
"603","2018-02-01",594,593,506,43,13,6,2018-02-01,2018,1,87,463,30,7,6
"604","2013-09-20",631,631,548,36,8,1,2013-09-20,2013,0,83,512,28,7,1
"605","2013-09-18",571,571,507,38,10,2,2013-09-18,2013,0,64,469,28,8,2
"606","2013-08-15",599,599,542,38,5,1,2013-08-15,2013,0,57,504,33,4,1
"607","2013-08-16",678,675,605,54,10,3,2013-08-16,2013,3,70,551,44,7,3
"608","2013-08-19",462,461,412,26,3,1,2013-08-19,2013,1,49,386,23,2,1
"609","2013-08-31",480,477,409,36,8,2,2013-08-31,2013,3,68,373,28,6,2
"610","2013-09-03",551,550,502,35,4,0,2013-09-03,2013,1,48,467,31,4,0
"611","2013-09-05",493,493,431,17,4,0,2013-09-05,2013,0,62,414,13,4,0
"612","2013-08-23",636,636,570,41,10,1,2013-08-23,2013,0,66,529,31,9,1
"613","2013-09-07",585,584,524,48,11,1,2013-09-07,2013,1,60,476,37,10,1
"614","2013-08-09",579,579,510,44,12,2,2013-08-09,2013,0,69,466,32,10,2
"615","2013-07-17",609,608,564,32,6,4,2013-07-17,2013,1,44,532,26,2,4
"616","2013-07-12",599,599,544,49,8,2,2013-07-12,2013,0,55,495,41,6,2
"617","2013-07-26",617,617,564,46,7,3,2013-07-26,2013,0,53,518,39,4,3
"618","2013-08-05",545,543,494,36,6,0,2013-08-05,2013,2,49,458,30,6,0
"619","2013-07-20",551,551,480,48,13,4,2013-07-20,2013,0,71,432,35,9,4
"620","2013-07-18",636,636,580,71,17,4,2013-07-18,2013,0,56,509,54,13,4
"621","2013-08-04",454,454,397,31,7,2,2013-08-04,2013,0,57,366,24,5,2
"622","2013-07-19",697,695,635,44,9,1,2013-07-19,2013,2,60,591,35,8,1
"623","2013-07-10",614,614,549,44,11,5,2013-07-10,2013,0,65,505,33,6,5
"624","2013-08-03",492,492,443,43,9,0,2013-08-03,2013,0,49,400,34,9,0
"625","2013-07-05",576,575,515,40,11,1,2013-07-05,2013,1,60,475,29,10,1
"626","2013-06-23",505,504,461,43,5,1,2013-06-23,2013,1,43,418,38,4,1
"627","2013-06-15",596,596,532,39,10,3,2013-06-15,2013,0,64,493,29,7,3
"628","2013-06-17",614,614,545,37,11,3,2013-06-17,2013,0,69,508,26,8,3
